rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,UA,RU,OTHER
16,spotify:track:4MQmxIxM5CXKjdq4IrCWhd,SadSvit,Касета,Independent,12,16,37,83665,UA,0,0
17,spotify:track:7krNeHssTmY3ijTox4OBbD,DOROFEEVA,Щоб не було,MOЗGI Entertainment,11,14,3,80981,UA,0,0
18,spotify:track:21LIoC4ZxT3F8xq9gidNbX,xxxmanera,Never Broke Again,steezy,1,21,28,78524,0,RU,0
19,spotify:track:5Zlb01Jcn0Ld49zazzZJSB,"TWISTED, Oliver Tree",WORTH NOTHING - Fast & Furious: Drift Tape/Phonk Vol 1,Artist Partner Group – FF10,11,19,9,78512,0,0,OTHER
20,spotify:track:5Sk39LuvdwuvL84jD01Dum,"MUPP, Sadfriendd",vendetta!,Sadfriendd x MUPP,3,24,31,76127,0,RU,0
21,spotify:track:7kKTYTHULdERuHGCkVyLVD,"KALUSH, Skofka",Додому (feat. Skofka),Columbia Local,2,20,79,76067,UA,0,0
22,spotify:track:561jH07mF1jHuk7KlaeF0s,Eminem,Mockingbird,Aftermath,2,23,11,75280,0,0,OTHER
23,spotify:track:4FeSPOzJXBGH5HMDzjIwwb,TVORCHI,Heart of Steel,Tvorchi,12,12,3,74350,UA,0,0
24,spotify:track:33s2G0h9EOdyaKlKr15ngE,"Skofka, KALUSH",Батьківщина,Columbia Local,18,18,2,72789,UA,0,0
25,spotify:track:4oHEJ5KPf9hW1pDyQYIRIw,"Aarne, BUSHIDO ZHO, ANIKV",Тесно,AA Team,1,25,21,71664,0,RU,0
26,spotify:track:7mLWNwcvwRdEviz6SfYp8A,g3ox_em,GigaChad Theme - Phonk House Version,g3ox_em,26,29,10,69951,0,0,OTHER
27,spotify:track:3gVhsZtseYtY1fMuyYq06F,Rammstein,Sonne,Vertigo Berlin,26,41,16,69349,0,0,OTHER
28,spotify:track:6JrGELYUIbZvBV74j4Q5LN,ENLEO,інша любов,SADNESS RCRDS,6,22,24,69051,UA,0,0
29,spotify:track:01kfSdF9zfcDLri5sSWEoL,Dxrk ???,RAVE,Dxrk,5,30,39,68716,0,0,OTHER
30,spotify:track:5FkJHVudUByVjanCqFXRql,Mr.Kitty,After Dark,Juggernaut Music Group,12,28,114,68540,0,0,OTHER
31,spotify:track:54ipXppHLA8U4yqpOFTUhr,Imagine Dragons,Bones,Kid Ina Korner / Interscope,8,27,33,67266,0,0,OTHER
32,spotify:track:2BH3j05ZXWr5PR30sW079d,Isolate.exe,Crystals,Isolate.exe,32,34,17,66946,0,0,OTHER
33,spotify:track:0R848ny5sEpVuR1tMXZNFr,INSTASAMKA,КАК MOMMY,NaMneCash Music,33,-1,1,66872,0,RU,0
34,spotify:track:5sQpS3fyw6VBpPioNlrCn1,Slavik Pogosov,Монро,Союз Мьюзик,34,-1,1,66667,0,RU,0
35,spotify:track:2FRnf9qhLbvw8fu4IBXx78,Wham!,Last Christmas,Epic,6,57,16,65601,0,0,OTHER
36,spotify:track:72iyEnh9p6PoyJoEnAJDjO,"SCXR SOUL, Sx1nxwy",DEMONS IN MY SOUL,SCXR SOUL,36,39,12,65139,UA,0,0
37,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,Columbia,16,31,117,64924,0,0,OTHER
38,spotify:track:7itGrDB969S4fJc4GDodiA,INSTASAMKA,POPSTAR,NaMneCash Music,1,32,15,63896,0,RU,0
39,spotify:track:7g9brrz6mR8dm1kwYFwnRx,"YARMAK, ALISA",ДИКЕ ПОЛЕ,Yarmak music,29,35,31,62523,UA,0,0
40,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,Another Love,ITNO/Columbia,14,33,67,61865,0,0,OTHER
41,spotify:track:2vHzOWRKYPLu8umRPIFuOq,"KALUSH, Kalush Orchestra",Stefania (Kalush Orchestra),Columbia Local,1,36,46,61685,UA,0,0
42,spotify:track:4s1vFYAbvaSsy0gIjuqPuf,SOSKA 69,Басы долбят,KISS KOALA,6,26,9,61629,0,RU,0
43,spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW,XXXTENTACION,Revenge,Bad Vibes Forever / EMPIRE,34,40,44,59765,0,0,OTHER
44,spotify:track:3EkGH0yreaWUFAXBil8rmH,"KALUSH, Skofka",Файна (feat. Skofka),Columbia Local,13,42,43,59703,UA,0,0
45,spotify:track:4Z37y7sR5Y5LMGVyjabXhi,Fiinka,Довбуш,KINGLOMERATE,45,-1,1,59318,UA,0,0
46,spotify:track:3MqaB8TndvgRZ1QSQXH7J7,SHUMEI,Біля тополі,Art Sound Media,24,38,26,58592,UA,0,0
47,spotify:track:0wGbyS1tExQSwOYu6UceyE,"ONIMXRU, SMITHMANE",SHADOW,ONIMXRU x SMITHMANE,13,45,20,58521,0,RU,0
48,spotify:track:1AHMBgE9uJ5VFObhPxsbCK,Nikitata,SANTA DADDY,Goost Music,48,-1,1,58091,0,RU,0
49,spotify:track:7mCemRaeeezaB97MPPkhfG,BALKON,Відьми,BALKON,37,37,2,57667,UA,0,0
50,spotify:track:7vQbuQcyTflfCIOu3Uzzya,Bobby Helms,Jingle Bell Rock,Geffen,8,71,14,57419,0,0,OTHER
51,spotify:track:2WzAAerBvZvvFXgUpSwHZ9,"PLAYAMANE, Nateki",MIDNIGHT,PLAYAMANE,6,44,33,57029,0,0,OTHER
52,spotify:track:64Qnw6jO2dnkjV9una5peq,"100лиця, SKYLERR",Вечорниці - Добрий день Everybody,Moon Vinyl s.r.o.,19,49,24,56452,UA,0,0
53,spotify:track:7dpget8s2QN51jYbNqVYtG,Quest Pistols Official,Ти неймовірна,Quest Pistols,53,97,2,55469,UA,0,0
54,spotify:track:0iUrxveyNUBfj0cqjYEijt,MoonDeity,NEON BLADE,MoonDeity,14,58,30,54845,0,0,OTHER
55,spotify:track:0bYg9bo50gSsH3LtXe2SQn,Mariah Carey,All I Want for Christmas Is You,Columbia,10,91,15,54744,0,0,OTHER
56,spotify:track:20SSuP71R4A88qHQu4BKY6,KOLA,Біля серця,Universal Music Polska Sp. Z.o.o (Ukraine Distribution Deals),13,52,15,54727,UA,0,0
57,spotify:track:3pzr7iKQpV9QjLGcLcd2ic,"uglystephan, Scally Milano",Заберу,Mansion Music,1,51,22,54635,0,RU,0
58,spotify:track:73HVRUpTeY48oFcc1RMfVs,Skofka,Ой на ой,Columbia Local,41,53,23,54469,UA,0,0
59,spotify:track:4N822HhhcRrVKuX3Ni9L0T,100лиця,Чорнобрива,Moon Vinyl s.r.o.,30,56,12,54300,UA,0,0
60,spotify:track:5mGns7qagKDzP4L2YC5ea2,"Chico, Qatoshi",Допоможе ЗСУ,Naprocente music,5,46,35,53844,UA,0,0
61,spotify:track:3bKxhUuoRvSRwIdyZfQa3F,"Artem Pivovarov, DOROFEEVA",Думи,MOЗGI Entertainment,35,47,30,53563,UA,0,0
62,spotify:track:6KvQKU21c1ZGEoOajKfim0,Skofka,Не забудем і не пробачим,Columbia Local,32,55,27,53504,UA,0,0
63,spotify:track:7jg52iX5YV4aZSsHu30Mb6,Oxxxymiron,THE STORY OF ALISHER,Oxxxymiron,17,17,2,52982,0,RU,0
64,spotify:track:2EjXfH91m7f8HiJN1yQg97,Brenda Lee,Rockin' Around The Christmas Tree,MCA Nashville,9,110,14,52266,0,0,OTHER
65,spotify:track:4NgherJDfCXWBZBYheM4jK,Kxllswxtch,WASTE,KILL! / EMPIRE,23,48,9,51362,0,0,OTHER
66,spotify:track:3CLSHJv5aUROAN2vfOyCOh,DVRST,Close Eyes,DVRST,6,66,81,50117,0,RU,0
67,spotify:track:6keRNvHKCOhmySQa1jCX8P,"KALUSH, Tember Blanche",Калуські вечорниці (feat. Tember Blanche),Columbia Local,5,64,54,49325,UA,0,0
68,spotify:track:4woTEX1wYOTGDqNXuavlRC,"Eminem, Dina Rae",Superman,Aftermath,38,59,20,49127,0,0,OTHER
69,spotify:track:5ZNmRNEc0i3o8sP9NKqsvQ,jockii druce,боі стули пельку,3761125 Records DK,2,63,21,48941,UA,0,0
70,spotify:track:5dSOtyf70O6fG1xm4xFeTD,"KALUSH, Kalush Orchestra, The Rasmus",In The Shadows Of Ukraine (feat. The Rasmus),Columbia Local,8,50,10,48566,UA,0,0
71,spotify:track:2kWuVqpxPnj131Z53vxF98,"alyona alyona, Jerry Heil, ela.",KUPALA,Columbia Local,4,61,25,48499,UA,0,0
72,spotify:track:5BvKkMNYoZYYeTGVFhjlRv,Jerry Heil,Кохайтеся Чорнобриві,Universal Music Polska Sp. Z.o.o (Ukraine Distribution Deals),30,54,20,48355,UA,0,0
73,spotify:track:1xHs6PLjlvqihewyitoP3A,Wellboy,Вишнi,Юрий Бардаш,18,96,45,48228,UA,0,0
74,spotify:track:2uFaJJtFpPDc5Pa95XzTvg,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,Capitol Records,13,154,12,47880,0,0,OTHER
75,spotify:track:489WGIBYPf4nallnJOHpK6,"Chico, Qatoshi",Ластівки,Naprocente music,7,43,28,47702,UA,0,0
76,spotify:track:0VGLb6IeeG5ZqonN5EavDu,КАКАЯ РАЗНИЦА,Рассвет,Какая Разница,29,65,54,47593,0,RU,0
77,spotify:track:48fzAdCxamFYCHNXXLk6zn,shadowraze,showdown,Союз Мьюзик,1,67,43,47298,0,RU,0
78,spotify:track:7uoFMmxln0GPXQ0AcCBXRq,Sia,Snowman,Monkey Puzzle/Atlantic,42,98,11,47005,0,0,OTHER
79,spotify:track:2DHX9faMGUQQTwD1Ot4ch2,INSTASAMKA,MONEYKEN LOVE,NaMneCash Music,5,74,25,46305,0,RU,0
80,spotify:track:6nqdgUTiWt4JbABDurkxMI,Hensonn,Sahara,Hensonn,47,72,58,46269,UA,0,0
81,spotify:track:34lfu3S4fIcKZRNXzbdbo7,Kordhell,Live Another Day,Kordhell,66,78,42,45942,0,0,OTHER
82,spotify:track:4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",I'm Good (Blue),Parlophone UK,25,73,17,45845,0,0,OTHER
83,spotify:track:4LVrOvwpUuJFP2JsIGTptg,KOLA,Чи разом,BEST MUSIC,13,69,30,45420,UA,0,0
84,spotify:track:7uHFrsclJjAhONLcc8grZU,"VovaZiLvova, Morphom",Шукав тебе. Знайшов тебе,Hitwonder,54,85,32,45283,UA,0,0
85,spotify:track:5FX30idriKlEIRYTxpNf65,KUTE,AVOID ME,KUTE,61,87,33,45191,0,0,OTHER
86,spotify:track:4LKfJMumpW7HyBT05uXYUx,Khrystyna Soloviy,Тримай,"ТОВ ""Суперсиметрія""",8,84,45,45020,UA,0,0
87,spotify:track:7biChppM3c8q7qcVl7ceb2,FACE,ЛАБИРИНТ,Face,8,80,54,44080,0,RU,0
88,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,"Metro Boomin, The Weeknd, 21 Savage",Creepin' (with The Weeknd & 21 Savage),Republic Records,67,68,4,43914,0,0,OTHER
89,spotify:track:1qDqswcqJ7QxtbVlDv5P6W,"Taras Chubay, Плач Єремії",Вона,Comp Music Ltd,44,81,41,43897,UA,0,0
90,spotify:track:7HTg62Q8pSIO5QRxvCDc0X,"Golubenko, Clonnex",Мила,BEST MUSIC,64,117,8,43681,UA,0,0
91,spotify:track:3tAQNhm1o0kzldsI5QkrB1,Aerosmith,Dream On,Aerosmith P&D - Sony,48,76,8,42879,0,0,OTHER
92,spotify:track:26yvlxKTtN2u3mpbl6AIeI,FACE,Антидепрессант,Face,74,89,41,42560,0,RU,0
93,spotify:track:3QCAlpFtKHG9boarQDZnar,Мосты,Морозы,Most Label,70,70,2,41738,UA,0,0
94,spotify:track:38sNsooZ7WRWAZkQnpHZcG,Wellboy,Ворогів на ножі,Wellboy,76,105,24,41660,UA,0,0
95,spotify:track:0SzgZTPTdQyBzDKvrq8VlR,ENLEO,веди мене в храм,SADNESS RCRDS,95,122,5,41589,UA,0,0
96,spotify:track:4ikCWgaaGLKgb724CUNnqZ,Кореш,глаза не врут,cplus,3,86,31,41519,0,RU,0
97,spotify:track:09NXCjWIBMQDQLOv6AMyDN,MBreeze,Окупанту,A-post,97,121,12,40958,UA,0,0
98,spotify:track:73vIOb4Q7YN6HeJTbscRx5,"Oliver Tree, Robin Schulz",Miss You,Atlantic Records,50,82,13,40552,0,0,OTHER
99,spotify:track:4GC6tlXcAsyp4pNrlyo1pb,Odyn v Kanoe,У мене немає дому,Kanoemusic,37,94,42,40452,UA,0,0
100,spotify:track:5Iuwed4U0EhaQTKDTmCTWI,zxcursed,never enough,A+,4,132,42,40435,0,RU,0
101,spotify:track:0olubSy8HbZBrCJlSHV7ex,Кишлак,Я уёбываю в джаз,KISS KOALA,61,93,29,40296,0,RU,0
102,spotify:track:0gucTLf7trAf37Ua1uAyAu,Nirvana,Smells Like Teen Spirit,Geffen,76,95,104,39881,0,0,OTHER
103,spotify:track:47bHLbp1rvMTdTRSzf0rpp,OBLADAET,MONSTER TRAKK,Players Club Studio,103,-1,1,39732,0,RU,0
104,spotify:track:1P9oRiZJWnxe2pZmYUZ5eC,Skryptonite,Это любовь,Gazgolder Records,78,99,94,39699,0,RU,0
105,spotify:track:64epifHS5CvRUVgKEDbRJm,ПОЛМАТЕРИ,маша,"Streaming club, under exclusive license to Rhymes Music Inc.",105,-1,1,39652,0,RU,0
106,spotify:track:1aXV8GrmQLvgoFtBPERP7E,Eyedress,Jealous,Lex Records,77,107,45,39428,0,0,OTHER
107,spotify:track:47iHvzU9Po0e6raFlgLBOF,shadowraze,astral step,Союз Мьюзик,1,112,61,39168,0,RU,0
108,spotify:track:19CkdonOQ9GzR4LNyom85w,Skofka,Крузак,Skofka,108,133,31,39150,UA,0,0
109,spotify:track:0wpkj8A7T1CjIul0XQtkqK,SadSvit,Молодість,Independent,56,83,35,39077,UA,0,0
110,spotify:track:6BfnNid8w0UyZqzR2mx1HB,"Молодой Платон, Poshlaya Molly, Yanix","DON'T PLAY, BAE",Zion Music,21,102,15,38845,0,RU,0
111,spotify:track:3NjAwkM75GH3cvfV9zRtv8,BUSHIDO ZHO,vodila,cplus,1,113,26,38608,0,RU,0
112,spotify:track:0EPK3XVvgbe8q0KrS7nEiY,АДЛИН,Dead Inside,Союз Мьюзик,17,92,23,38559,0,RU,0
113,spotify:track:2PqtiIAHQhZfOH5GTAonYt,MamaRika,Kava,MamaRika,77,120,35,38484,UA,0,0
114,spotify:track:5RBOcBpJXaNnHCGViJmYhh,Mareux,The Perfect Girl,Revolution Records,79,90,11,37879,0,0,OTHER
115,spotify:track:0K5arhAxYWj7QxFhpKJe6z,ooes,последнее лето,rabstvo,115,-1,1,37782,0,RU,0
116,spotify:track:0fLampmh4qsOLGitXM171a,PLOHOYPAREN,Таблетка,И.С.Б,26,119,48,37747,0,RU,0
117,spotify:track:7bvl0wSkJ7AzfbXwRGJDSy,"LIL KRYSTALLL, Лоя (5sta Family)",Я БУДУ,LIL KRYSTALLL,6,115,10,37719,0,RU,0
118,spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,I Wanna Be Yours,Domino Recording Co,87,106,19,37670,0,0,OTHER
119,spotify:track:5TK74MJYRmwU5NIAjGRvRq,"Scally Milano, uglystephan",Я хочу тебя трахать,AMC MUSIC,27,124,39,37599,0,RU,0
120,spotify:track:6Ox1rvlwEpB49drasQm6RF,Lil Peep,Star Shopping,Lil Peep,53,111,127,37553,0,0,OTHER
121,spotify:track:1rv46mRwDqMEhOBZ7vODg3,Michael Bubl?,It's Beginning to Look a Lot like Christmas,Reprise,38,-1,8,37491,0,0,OTHER
122,spotify:track:1qC93FzhcsGUFG2ZvcQzrT,Valentin Strykalo,Так гріє,Валентин Стрыкало,34,127,41,37435,UA,0,0
123,spotify:track:3CCF9HAE7ia9VrME9gQxoN,Skofka,Береза стара,Skofka,104,137,14,37411,UA,0,0
124,spotify:track:6HMk2bFT4VkIWwIAmDCqHj,"Poshlaya Molly, HOFMANNITA",#HABIBATI,DROPBLED,8,114,12,37106,0,RU,0
125,spotify:track:059YaYSppRHOPojr4Rejdn,MORGENSHTERN,SHEIKH,Bugatti Music,1,108,10,37080,0,RU,0
126,spotify:track:2zHLOJoeSs3OpW8aR19AuS,uglystephan,Хэллоу Китти,Mansion Music,23,100,6,36997,0,RU,0
127,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,32,116,39,36861,0,0,OTHER
128,spotify:track:1I08Gc6g5fK9zEWNZASQzq,kizaru,Мне это не нужно,Effective Records / Haunted Family,4,88,6,36861,0,RU,0
129,spotify:track:6WsmflGCwkuqed92TBOUPu,MoonDeity,DANSE MACABRE,MoonDeity,129,-1,1,36814,0,0,OTHER
130,spotify:track:5Z8YDahqRCzMQRwKZPk5dC,"Big Baby Tape, kizaru",Million,KISS KOALA,2,135,62,36701,0,RU,0
131,spotify:track:1tkHHqMZaVoNtQvC32Om8X,"ONIMXRU, STRAWANGLE",PSYCHO CRUISE,ONIMXRU x STRAWANGLE,131,183,5,36679,0,RU,0
132,spotify:track:6MlIIJwO4FxnOlrpOrS4hU,INTERWORLD,METAMORPHOSIS - Sped Up,INTERWORLD,126,144,7,36635,0,0,OTHER
133,spotify:track:5qKLAXmy19fE0Z9vRbLFhz,"Sasha Chemerov, Boombox",Любила,Sasha Chemerov,64,139,40,36406,UA,0,0
134,spotify:track:56wSomSllGESHGhcfHrvEw,"Okean Elzy, Odyn v Kanoe",Місто весни,"ТОВ ""Суперсиметрія""",41,138,47,36391,UA,0,0
135,spotify:track:7vsAZNP2BZiHK8RHyTh7lC,"Килджо, shadowraze",Chronosphere,Союз Мьюзик,28,75,5,36295,0,RU,0
136,spotify:track:6NePBUCeIGqfnIQag5crC0,Jerry Heil,КОЗАЦЬКОМУ_РОДУ,Jerry Heil,85,101,5,35893,UA,0,0
137,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,Eminem,Without Me,Aftermath,94,130,30,35864,0,0,OTHER
138,spotify:track:1K2ORdYBMvi5h4FvQn5hpX,Мюслі UA,"Вова, їбаш їх блять",мюслі UA,2,152,37,35831,UA,0,0
139,spotify:track:0cCXLN9eUn6dmAgDPpZaJV,jockii druce,шо ви браття,3761125 Records DK,11,143,42,35620,UA,0,0
140,spotify:track:7GFeKobpFEF8PmecVHgJ3X,LAUD,2 дні,ENJOY! Records,55,160,41,35420,UA,0,0
141,spotify:track:7EkWXAI1wn8Ii883ecd9xr,Surf Curse,Freaks,Surf Curse,45,140,88,35394,0,0,OTHER
142,spotify:track:4vfedO2VTJR0JSniz23y1o,T-Fest,Дай мені звикнути,Lemniskata LLC,62,62,2,35134,UA,0,0
143,spotify:track:7DbdUf8aHSYoliSjO6LZv6,Beach Weather,"Sex, Drugs, Etc.",8123 / Arista Records,73,128,23,34645,0,0,OTHER
144,spotify:track:3F8ydJz1se1vIxZTRcRjIJ,"SHADXWBXRN, ARCHEZ, KXNVRA",PRINCE OF DARKNESS,SHADXWBXRN x ARCHEZ x KXNVRA,85,163,41,34534,0,RU,0
145,spotify:track:7wCmS9TTVUcIhRalDYFgPy,Pixies,Where Is My Mind? - Remastered,4AD,128,141,15,34523,0,0,OTHER
146,spotify:track:3khEEPRyBeOUabbmOPJzAG,Kenshi Yonezu,KICK BACK,Sony Music Labels Inc.,114,131,11,34488,0,0,OTHER
147,spotify:track:0JqA8n5VF8GzM36YPyeKPE,Boombox,Люди,"\""melomania\"" Llc",76,148,38,34379,UA,0,0
148,spotify:track:5grohwSCKaYj35Ea8LjpUT,Motor'Rolla,Восьмий колір,Bog Da Nova Muzyka,71,146,41,34333,UA,0,0
149,spotify:track:2kLmAwQCBSlvtcptioAoTv,LOVV66,5IVE,LOVV66,149,-1,1,34249,0,RU,0
150,spotify:track:4oMyggIzClkOcCTvotFLkP,Ghostface Playa,Why Not,Ghostface Playa,62,153,35,34183,0,0,OTHER
151,spotify:track:4jvw60Iw8LpSRJwy1sOmoB,Шайни,Yeyo!,Mansion Music,7,145,46,34170,0,RU,0
152,spotify:track:1OeGvzNcGC2s6F41lmCdjA,remember.,Кожура,VAUVISION,1,147,51,33892,0,RU,0
153,spotify:track:4B8gtpBuEtU9XUizl6BK2W,MoonDeity,WAKE UP!,MoonDeity,87,180,11,33867,0,0,OTHER
154,spotify:track:6jdwbcH788txYS6Doy1F1j,"1nonly, SXMPRA",Step Back!,NSF Productions LLC,154,197,4,33855,0,0,OTHER
155,spotify:track:5jXocrsUwpKwWyI5BZLKFA,"shadowraze, LXNER, quiizzzmeow",adaptive strike,SAVAGE$TATION,2,164,46,33773,0,RU,0
156,spotify:track:3TgVv1B12UrF0cLFAHXuer,LIL MORTY,I Am Cute,Lil Morty,155,159,9,33764,0,RU,0
157,spotify:track:6tXFD3NkrngI9JHjDdjAjZ,KRBK,Художник,Most Label,109,109,6,33746,UA,0,0
158,spotify:track:4FyesJzVpA39hbYvcseO2d,Lil Uzi Vert,Just Wanna Rock,Generation Now/Atlantic,124,142,6,33722,0,0,OTHER
159,spotify:track:3JtqmQTqsJBt6bd6iVtlaI,Epolets,Зраджуй,Epolets,25,157,28,33684,UA,0,0
160,spotify:track:7KmbiagSkUbepU88x7NWjb,Kordhell,Scopin,Kordhell,160,195,2,33623,0,0,OTHER
161,spotify:track:49uZPm1sSQPcJmN1TnbXij,KRBK,24,KRBK,96,151,30,33613,UA,0,0
162,spotify:track:3gtOXzaB4v6CFeQcIIS6JP,Artem Pivovarov,Ой на горі,BEST MUSIC,65,173,24,33608,UA,0,0
163,spotify:track:4Zf7vu8xsZeqOvel5fqyEK,DVRST,Slapper - Fast & Furious: Drift Tape/Phonk Vol 1,Artist Partner Group – FF10,163,-1,1,33573,0,RU,0
164,spotify:track:4ZhLYdmhWdPTZcnAy9SZZO,ПОЛМАТЕРИ,ярче звёзд,"Streaming Club, under exclusive license to Rhymes Music Inc.",12,172,34,33502,0,RU,0
165,spotify:track:0G17UriYHMjXnZE2OJJSMR,Xantesha,SUNRISE (Slowed + Reverb),Xantesha,84,158,16,33297,UA,0,0
166,spotify:track:1n7AVWNbLx5OUhItzDTj4A,Jerry Heil,#ПОШТА,Secret Service Digital & Publishing LTD,34,-1,39,33240,UA,0,0
167,spotify:track:2biQrVojyWPDk6f15rSGJ9,Clonnex,Karpats`kyj Drap,CLONNEX,110,125,5,33137,UA,0,0
168,spotify:track:57t0fgHWcR9AFyOVHjyvg9,SLAVA MARLOW,Забуду,SLAVA MARLOW,60,60,2,32986,0,RU,0
169,spotify:track:2K7xn816oNHJZ0aVqdQsha,The Neighbourhood,Softcore,Columbia,52,150,51,32943,0,0,OTHER
170,spotify:track:12L3PRi1KaDiCPhFngI6Al,Odyn v Kanoe,Човен,Один в каное,81,167,35,32932,UA,0,0
171,spotify:track:1MiUVjoHt4jiskDrt2ZHrq,LIL MORTY,Я пиздатый,Lil Morty,20,162,67,32809,0,RU,0
172,spotify:track:67FofomixTvg50qMzivHOq,"Artem Pivovarov, NK",Там у тополі,BEST MUSIC,97,-1,6,32592,UA,0,0
173,spotify:track:3yRDM5tBS7H8HG64y3x9kw,CHEEV,Гарно так,UMPG MUSIC,33,175,26,32343,UA,0,0
174,spotify:track:3CIyK1V4JEJkg02E4EJnDl,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,Kid Ina Korner / Interscope,6,166,61,32291,0,0,OTHER
175,spotify:track:0O3TZYgwaRadNprRONZ7iX,PROBASS ? HARDI,Доброго вечора - Where Are You From,Comp Music,20,156,44,32269,UA,0,0
176,spotify:track:6RmlamfS2Supq8wARlY0QQ,"10AGE, Ramil'",Ау,Rhymes Music Inc.,26,178,84,32214,0,RU,0
177,spotify:track:51K6oQ8WNneTfUaaQnzQdq,СЕРЕГА ПИРАТ,Почему ты еще не фанат?,"Streaming Club, under exclusive license to Rhymes Music Inc.",102,181,26,32009,0,RU,0
178,spotify:track:1IcR6RlgvDczfvoWJSSY2A,Andy Williams,It's the Most Wonderful Time of the Year,Columbia/Legacy,19,-1,8,31931,0,0,OTHER
179,spotify:track:7giM1afPSppWJMFLtXriGC,"Big Baby Tape, kizaru",Bandana,KISS KOALA,1,184,62,31905,0,RU,0
180,spotify:track:60PINd8oHZjazE0J9cuKcA,zxcursed,killua,A+,11,-1,28,31745,0,RU,0
181,spotify:track:5hY09NvKjD3gBQS3qhriXD,ssshhhiiittt!,Танцы,ssshhhiiittt!,40,169,127,31733,0,RU,0
182,spotify:track:3yDdBYJc55fW1l56EsOgeC,ПОЛМАТЕРИ,псы попадут в рай,"Streaming Club, under exclusive license to Rhymes Music Inc.",98,134,6,31492,0,RU,0
183,spotify:track:3IuQWB6BsGFc55IOCOGzBK,SadSvit,Персонажі,Independent,95,149,10,31298,UA,0,0
184,spotify:track:33aN03SdPY7SyO7jAWMTwc,INSTASAMKA,BALANCE,NaMneCash Music,46,-1,13,31292,0,RU,0
185,spotify:track:1xK59OXxi2TAAAbmZK0kBL,d4vd,Romantic Homicide,Darkroom/Interscope Records,132,161,13,31229,0,0,OTHER
186,spotify:track:2kx5sQgmjYug0GiDh1a4sU,"Cheriimoya, Sierra Kidd","Living Life, In The Night",Arista Records,53,176,34,31195,0,0,OTHER
187,spotify:track:58ge6dfP91o9oXMzq3XkIS,Arctic Monkeys,505,Domino Recording Co,114,189,21,31008,0,0,OTHER
188,spotify:track:58HvfVOeJY7lUuCqF0m3ly,Elley Duh?,MIDDLE OF THE NIGHT,Not Fit For Society/RCA Records,22,198,62,30908,0,0,OTHER
