rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,UA,RU,OTHER
1,spotify:track:2vHzOWRKYPLu8umRPIFuOq,KALUSH,Stefania (Kalush Orchestra),Columbia Local,1,1,15,261453,UA,0,0
2,spotify:track:7kKTYTHULdERuHGCkVyLVD,"KALUSH, Skofka",Додому (feat. Skofka),Columbia Local,2,2,48,129452,UA,0,0
3,spotify:track:48fzAdCxamFYCHNXXLk6zn,shadowraze,showdown,Союз Мьюзик,1,4,12,128657,0,RU,0
4,spotify:track:1K2ORdYBMvi5h4FvQn5hpX,Мюслі UA,"Вова, їбаш їх блять",мюслі UA,2,3,8,123318,UA,0,0
5,spotify:track:6keRNvHKCOhmySQa1jCX8P,"KALUSH, Tember Blanche",Калуські вечорниці (feat. Tember Blanche),Columbia Local,5,5,23,96440,UA,0,0
6,spotify:track:47iHvzU9Po0e6raFlgLBOF,shadowraze,astral step,Союз Мьюзик,1,8,30,92089,0,RU,0
7,spotify:track:5mGns7qagKDzP4L2YC5ea2,"Chico, Qatoshi",Допоможе ЗСУ,Naprocente music,6,6,4,90960,UA,0,0
8,spotify:track:2lCPDg2EWErPYdO3ItPUdH,"PLAYAMANE, Nateki",MIDNIGHT,PLAYAMANE,8,71,2,90088,0,0,OTHER
9,spotify:track:5it0QwktdpQ7oE33PbImkX,"Ed Sheeran, Antytila",2step (feat. Antytila),Atlantic Records UK,4,7,4,86686,UA,0,0
10,spotify:track:01kfSdF9zfcDLri5sSWEoL,Dxrk ダーク,RAVE,Dxrk,5,11,8,84359,0,0,OTHER
11,spotify:track:60PINd8oHZjazE0J9cuKcA,zxcursed,killua,A+,11,-1,1,81155,0,RU,0
12,spotify:track:7mXxcF1nFQvcvANuYwdrv2,KALUSH,Зорi,Columbia Local,10,10,65,80169,UA,0,0
13,spotify:track:7D8k995g6jdie4NF1E7Tpu,"WENARO, LXNER",Лёд,SAVAGE$TATION,2,12,40,78627,0,RU,0
14,spotify:track:7E8brh6jjHSx44rF62jQKR,Violetta Sokolova,Четыре тридцать,Sokolova 88Q88,14,67,2,78503,0,RU,0
15,spotify:track:50Cf2eYv8zT3v2HAkwhIiL,Subwoolfer,Give That Wolf A Banana,Universal Music AS,9,9,2,77828,0,0,OTHER
16,spotify:track:48jRCynldeK3WQbvd3jr73,zxcursed,never enough,A+,4,15,11,71803,0,RU,0
17,spotify:track:3EkGH0yreaWUFAXBil8rmH,"KALUSH, Skofka",Файна (feat. Skofka),Columbia Local,13,13,12,71705,UA,0,0
18,spotify:track:3pr2J4VXb5h8WhCu4ljify,The Limba,Секрет,The Limba,18,-1,1,68282,0,RU,0
19,spotify:track:4jvw60Iw8LpSRJwy1sOmoB,Шайни,Yeyo!,Mansion Music,11,18,15,65629,0,RU,0
20,spotify:track:0zCgWGmDF0aih5qexATyBn,Mr.Kitty,After Dark,Juggernaut Music Group,17,17,83,64104,0,0,OTHER
21,spotify:track:4LKfJMumpW7HyBT05uXYUx,Khrystyna Soloviy,Тримай,"ТОВ ""Суперсиметрія""",8,14,14,63415,UA,0,0
22,spotify:track:3CLSHJv5aUROAN2vfOyCOh,DVRST,Close Eyes,DVRST,6,20,50,61374,0,RU,0
23,spotify:track:1ghdJUMhmLEpUitNwyNMWH,fem.love,Фотографирую закат,A+,2,22,60,59407,0,RU,0
24,spotify:track:1xHs6PLjlvqihewyitoP3A,Wellboy,Вишнi,Юрий Бардаш,24,24,14,58273,UA,0,0
25,spotify:track:5jXocrsUwpKwWyI5BZLKFA,"shadowraze, LXNER, quiizzzmeow",adaptive strike,SAVAGE$TATION,2,19,15,57983,0,RU,0
26,spotify:track:58HvfVOeJY7lUuCqF0m3ly,Elley Duhé,MIDDLE OF THE NIGHT,Not Fit For Society/RCA Records,23,26,31,56888,0,0,OTHER
27,spotify:track:0cCXLN9eUn6dmAgDPpZaJV,jockii druce,шо ви браття,3761125 Records DK,11,16,11,55717,UA,0,0
28,spotify:track:3yCKABoZU3FVFuyVBc5VlM,"rizza, Sqwore",плачь,Adam Music,6,30,33,55628,0,RU,0
29,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,Another Love,ITNO/Columbia,14,27,36,55233,0,0,OTHER
30,spotify:track:6RmlamfS2Supq8wARlY0QQ,"10AGE, Ramil'",Ау,Rhymes Music Inc.,26,28,53,54756,0,RU,0
31,spotify:track:0O3TZYgwaRadNprRONZ7iX,PROBASS ∆ HARDI,Доброго вечора - Where Are You From,Comp Music,20,21,13,54300,UA,0,0
32,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,32,54,8,52829,0,0,OTHER
33,spotify:track:3lCZxajTCSYR5OnHPEfa2v,Cypis,Putin,Cypisolo,5,23,13,52143,0,0,OTHER
34,spotify:track:5X1FYw7MXEgnPmQAYwAa0q,quiizzzmeow,Aomine Daiki,SAVAGE$TATION,1,35,34,51173,0,RU,0
35,spotify:track:63WuQOXohQIxOxIFA2K7bR,Måneskin,SUPERMODEL,Epic,31,31,2,51055,0,0,OTHER
36,spotify:track:5TK74MJYRmwU5NIAjGRvRq,"Scally Milano, uglystephan",Я хочу тебя трахать,AMC MUSIC,27,34,8,50453,0,RU,0
37,spotify:track:1n7AVWNbLx5OUhItzDTj4A,Jerry Heil,#ПОШТА,Secret Service Digital & Publishing LTD,37,38,12,50017,UA,0,0
38,spotify:track:57V0VhEg1CAkPXeaCLikNW,shadowraze,juggernaut (Prod. by PLVSTIC),Союз Мьюзик,7,33,41,49515,0,RU,0
39,spotify:track:6nl2T8YjOdFFnQ4xBHXfdm,"The Kiffness, Boombox",Oy U Luzi Chervona Kalyna - Army Remix,Kiff Records,10,25,11,49249,UA,0,0
40,spotify:track:0VGLb6IeeG5ZqonN5EavDu,КАКАЯ РАЗНИЦА,Рассвет,Какая Разница,31,47,23,48760,0,RU,0
41,spotify:track:0xEET0hVtwAEI5iVMWmD5C,shadowraze,shadowfiend,Gamma Music,5,37,38,48634,0,RU,0
42,spotify:track:4ZOjdqmXLuwHDQUn9WWoFR,Минин,Зелёный глаз,VHQ Distribution,7,32,15,48534,0,RU,0
