rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,UA,RU,OTHER
1,spotify:track:48fzAdCxamFYCHNXXLk6zn,shadowraze,showdown,Союз Мьюзик,1,1,6,"190,603",0,RU,0
2,spotify:track:3SOHFsSinxM6flLceYl5BT,MORGENSHTERN,Селяви,MORGENSHTERN,2,-1,1,"171,242",0,RU,0
3,spotify:track:1K2ORdYBMvi5h4FvQn5hpX,Мюслі UA,"Вова, їбаш їх блять",мюслі UA,3,10,2,"139,227",UA,0,0
4,spotify:track:47iHvzU9Po0e6raFlgLBOF,shadowraze,astral step,Союз Мьюзик,1,2,24,"128,477",0,RU,0
5,spotify:track:2vHzOWRKYPLu8umRPIFuOq,KALUSH,Stefania (Kalush Orchestra),Columbia Local,2,3,9,"125,516",UA,0,0
6,spotify:track:01kfSdF9zfcDLri5sSWEoL,Dxrk ダーク,RAVE,Dxrk,6,181,2,"125,250",0,0,OTHER
7,spotify:track:4ZOjdqmXLuwHDQUn9WWoFR,Минин,Зелёный глаз,VHQ Distribution,7,28,9,"94,792",0,RU,0
8,spotify:track:7kKTYTHULdERuHGCkVyLVD,"KALUSH, Skofka",Додому (feat. Skofka),Columbia Local,5,5,42,"92,347",UA,0,0
9,spotify:track:7D8k995g6jdie4NF1E7Tpu,"WENARO, LXNER",Лёд,SAVAGE$TATION,2,6,34,"89,036",0,RU,0
10,spotify:track:48jRCynldeK3WQbvd3jr73,zxcursed,never enough,A+,4,4,5,"88,812",0,RU,0
11,spotify:track:5jXocrsUwpKwWyI5BZLKFA,"shadowraze, LXNER, quiizzzmeow",adaptive strike,SAVAGE$TATION,2,7,9,"82,891",0,RU,0
12,spotify:track:0cCXLN9eUn6dmAgDPpZaJV,jockii druce,шо ви браття,3761125 Records DK,12,14,5,"77,424",UA,0,0
13,spotify:track:7biChppM3c8q7qcVl7ceb2,FACE,ЛАБИРИНТ,Face,8,8,21,"76,543",0,RU,0
14,spotify:track:3lCZxajTCSYR5OnHPEfa2v,Cypis,Putin,Cypisolo,5,12,7,"76,335",0,0,OTHER
15,spotify:track:2B9N1fCinwxEo89GcDGB5I,MORGENSHTERN,12,MORGENSHTERN,3,9,5,"75,859",0,RU,0
16,spotify:track:6nl2T8YjOdFFnQ4xBHXfdm,"The Kiffness, Boombox",Oy U Luzi Chervona Kalyna - Army Remix,Kiff Records,16,20,5,"74,232",UA,0,0
17,spotify:track:4CK9NEdPWB6rJ8N6BU20pN,ПОЛМАТЕРИ,ярче звёзд,ZVEZDOCHKA,12,13,4,"72,498",0,RU,0
18,spotify:track:1ghdJUMhmLEpUitNwyNMWH,fem.love,Фотографирую закат,A+,2,17,54,"69,828",0,RU,0
19,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,Another Love,ITNO/Columbia,14,19,30,"69,433",0,0,OTHER
20,spotify:track:0xEET0hVtwAEI5iVMWmD5C,shadowraze,shadowfiend,Gamma Music,5,16,32,"66,938",0,RU,0
21,spotify:track:57V0VhEg1CAkPXeaCLikNW,shadowraze,juggernaut (Prod. by PLVSTIC),Союз Мьюзик,7,18,35,"66,158",0,RU,0
22,spotify:track:6GyZQ9o0dBU9V0NIjGPz2r,FACE,Домино,Face,15,15,16,"64,208",0,RU,0
23,spotify:track:0O3TZYgwaRadNprRONZ7iX,PROBASS ∆ HARDI,Доброго вечора - Where Are You From,Comp Music,23,23,7,"63,493",UA,0,0
24,spotify:track:3yCKABoZU3FVFuyVBc5VlM,"rizza, Sqwore",плачь,Adam Music,6,21,27,"61,783",0,RU,0
25,spotify:track:6tlU1yG1HdSrbbbfQN3NH3,zxcursed,bankai,zxcursed,11,11,2,"60,499",0,RU,0
26,spotify:track:5X1FYw7MXEgnPmQAYwAa0q,quiizzzmeow,Aomine Daiki,SAVAGE$TATION,1,24,28,"57,929",0,RU,0
27,spotify:track:6keRNvHKCOhmySQa1jCX8P,"KALUSH, Tember Blanche",Калуські вечорниці (feat. Tember Blanche),Columbia Local,27,30,17,"57,878",UA,0,0
28,spotify:track:3auzaPW4fXa8oI4KbTalAU,"shadowraze, babyswishh1",psiblades,Союз Мьюзик,9,22,28,"57,582",0,RU,0
29,spotify:track:4jvw60Iw8LpSRJwy1sOmoB,Шайни,Yeyo!,Mansion Music,11,26,9,"55,507",0,RU,0
30,spotify:track:3mcw4dkjfzj5B4Ago9NSmN,"uniqe, nkeeei, ARTEM SHILOVETS",ТОЛПЫ КРИЧАТ,steezy,1,27,29,"55,490",0,RU,0
31,spotify:track:7BNWWI6aZPLkYCfRat8HuD,DVRST,Close Eyes,DVRST,6,29,44,"55,454",0,RU,0
32,spotify:track:4LKfJMumpW7HyBT05uXYUx,Khrystyna Soloviy,Тримай,"ТОВ ""Суперсиметрія""",32,34,8,"55,130",UA,0,0
33,spotify:track:2IMrzJTRHGndoUbM39QIJ7,"shadowraze, GENJUTSU",1000-7,Союз Мьюзик,11,25,42,"54,321",0,RU,0
34,spotify:track:0r9fpWPI6z3V3YZXIiVaNC,"Big Baby Tape, kizaru",99 Problems,Sony Music Entertainment,1,31,25,"53,028",0,RU,0
35,spotify:track:58HvfVOeJY7lUuCqF0m3ly,Elley Duhé,MIDDLE OF THE NIGHT,Not Fit For Society/RCA Records,32,36,25,"52,310",0,0,OTHER
36,spotify:track:0H2ZDRzULQ8tIUvxUuTlqF,Okean Elzy,Не твоя війна,"ТОВ ""Суперсиметрія""",10,35,7,"51,079",UA,0,0
37,spotify:track:16AzcbKli3UQsxj491hJLQ,"Big Baby Tape, kizaru",Bandana,Sony Music Entertainment,1,33,25,"50,644",0,RU,0
38,spotify:track:4umjgYILQbHyV41ZmaemQm,"Big Baby Tape, kizaru",Million,Sony Music Entertainment,2,37,25,"48,727",0,RU,0
39,spotify:track:4LRPiXqCikLlN15c3yImP7,Harry Styles,As It Was,Columbia,39,46,2,"48,725",0,0,OTHER
40,spotify:track:4GC6tlXcAsyp4pNrlyo1pb,Odyn v Kanoe,У мене немає дому,Kanoemusic,40,41,5,"48,397",UA,0,0
41,spotify:track:0zCgWGmDF0aih5qexATyBn,Mr.Kitty,After Dark,Juggernaut Music Group,39,40,77,"48,381",0,0,OTHER
42,spotify:track:1HhNoOuqm1a5MXYEgAFl8o,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,Kid Ina Korner / Interscope,6,39,24,"48,192",0,0,OTHER
43,spotify:track:0VGLb6IeeG5ZqonN5EavDu,КАКАЯ РАЗНИЦА,Рассвет,Какая Разница,31,42,17,"46,552",0,RU,0
44,spotify:track:7mXxcF1nFQvcvANuYwdrv2,KALUSH,Зорi,Columbia Local,27,44,59,"46,481",UA,0,0
45,spotify:track:72aOn2zEIaEOOyOVGdpl8Z,"Scally Milano, uglystephan",Я хочу тебя трахать,AMC MUSIC,45,60,2,"45,871",0,RU,0
46,spotify:track:1xASDcZcb869OkSu86Wbw8,вышел покурить,кладбище,Dying sky,29,43,47,"43,234",0,RU,0
47,spotify:track:1n7AVWNbLx5OUhItzDTj4A,Jerry Heil,#ПОШТА,Secret Service Digital & Publishing LTD,47,55,6,"41,508",UA,0,0
48,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,Columbia,48,50,80,"41,112",0,0,OTHER
49,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,35,47,39,"40,920",0,0,OTHER
50,spotify:track:56wSomSllGESHGhcfHrvEw,"Okean Elzy, Odyn v Kanoe",Місто весни,"ТОВ ""Суперсиметрія""",47,56,11,"40,536",UA,0,0
51,spotify:track:571md1FedFYFaYUMUktYaF,FACE,ЮМОРИСТ - Original Motion Picture Soundtrack,Face,32,32,47,"40,466",0,RU,0
