rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,UA,RU,OTHER
72,spotify:track:4FyesJzVpA39hbYvcseO2d,Lil Uzi Vert,Just Wanna Rock,Generation Now/Atlantic,67,67,14,49960,0,0,OTHER
73,spotify:track:1qC93FzhcsGUFG2ZvcQzrT,Valentin Strykalo,Так гріє,Валентин Стрыкало,34,79,49,49713,UA,0,0
74,spotify:track:6RmlamfS2Supq8wARlY0QQ,"10AGE, Ramil'",Ау,Rhymes Music Inc.,26,73,92,49539,0,RU,0
75,spotify:track:5BY094QwLvZFh737Ytvgpy,Big Baby Tape,Like A G6,Effective Records,6,72,10,49019,0,RU,0
76,spotify:track:0wpkj8A7T1CjIul0XQtkqK,SadSvit,Молодість,Independent,56,76,43,48864,UA,0,0
77,spotify:track:0gucTLf7trAf37Ua1uAyAu,Nirvana,Smells Like Teen Spirit,Geffen,76,80,112,48803,0,0,OTHER
78,spotify:track:1qDqswcqJ7QxtbVlDv5P6W,"Taras Chubay, Плач Єремії",Вона,Comp Music Ltd,44,85,49,48095,UA,0,0
79,spotify:track:2kWuVqpxPnj131Z53vxF98,"alyona alyona, Jerry Heil, ela.",KUPALA,Columbia Local,4,78,33,47236,UA,0,0
80,spotify:track:1aXV8GrmQLvgoFtBPERP7E,Eyedress,Jealous,Lex Records,77,90,53,46781,0,0,OTHER
81,spotify:track:5mGns7qagKDzP4L2YC5ea2,"Chico, Qatoshi",Допоможе ЗСУ,Naprocente music,5,86,43,46593,UA,0,0
82,spotify:track:7wCmS9TTVUcIhRalDYFgPy,Pixies,Where Is My Mind? - Remastered,4AD,82,82,23,46564,0,0,OTHER
83,spotify:track:4B8gtpBuEtU9XUizl6BK2W,MoonDeity,WAKE UP!,MoonDeity,83,100,19,46413,0,0,OTHER
84,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,"Metro Boomin, The Weeknd, 21 Savage",Creepin' (with The Weeknd & 21 Savage),Republic Records,54,84,12,46363,0,0,OTHER
85,spotify:track:73HVRUpTeY48oFcc1RMfVs,Skofka,Ой на ой,Columbia Local,41,108,31,46359,UA,0,0
86,spotify:track:4jvw60Iw8LpSRJwy1sOmoB,Шайни,Yeyo!,Mansion Music,7,107,54,46258,0,RU,0
87,spotify:track:5Z8YDahqRCzMQRwKZPk5dC,"Big Baby Tape, kizaru",Million,KISS KOALA,2,96,70,46114,0,RU,0
88,spotify:track:3RKjTYlQrtLXCq5ncswBPp,Baby Tate,"Hey, Mickey!",Yung Baby Tate,13,64,6,46093,0,0,OTHER
89,spotify:track:6keRNvHKCOhmySQa1jCX8P,"KALUSH, Tember Blanche",Калуські вечорниці (feat. Tember Blanche),Columbia Local,5,98,62,46083,UA,0,0
90,spotify:track:7KmbiagSkUbepU88x7NWjb,Kordhell,Scopin,Kordhell,68,93,10,45891,0,0,OTHER
91,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,32,94,47,45749,0,0,OTHER
92,spotify:track:6AQbmUe0Qwf5PZnt4HmTXv,"PinkPantheress, Ice Spice",Boy's a liar Pt. 2,Warner Records,92,116,2,45432,0,0,OTHER
93,spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,I Wanna Be Yours,Domino Recording Co,87,99,27,44916,0,0,OTHER
94,spotify:track:33s2G0h9EOdyaKlKr15ngE,"Skofka, KALUSH",Батьківщина,Columbia Local,18,87,10,44578,UA,0,0
95,spotify:track:48fzAdCxamFYCHNXXLk6zn,shadowraze,showdown,Союз Мьюзик,1,97,51,44297,0,RU,0
96,spotify:track:714gZqwzaj9MrjyDGPWq1c,YAKTAK,Вродлива,YAKTAK,77,77,5,44259,UA,0,0
97,spotify:track:1T4999j2QjggEXFbOlQ67P,"uglystephan, Scally Milano",Заберу,Mansion Music,1,83,30,44115,0,RU,0
98,spotify:track:4woTEX1wYOTGDqNXuavlRC,"Eminem, Dina Rae",Superman,Aftermath,38,103,28,43750,0,0,OTHER
99,spotify:track:7HTg62Q8pSIO5QRxvCDc0X,"Golubenko, Clonnex",Мила,BEST MUSIC,64,105,16,43681,UA,0,0
100,spotify:track:34lfu3S4fIcKZRNXzbdbo7,Kordhell,Live Another Day,Kordhell,66,104,50,43354,0,0,OTHER
101,spotify:track:5B8FPXvZ2e0IvBXvflj7es,Автостопом по фазе сна,Опианариум,KISS KOALA,95,95,28,43110,0,RU,0
102,spotify:track:4ZhLYdmhWdPTZcnAy9SZZO,ПОЛМАТЕРИ,ярче звёзд,"Streaming Club, under exclusive license to Rhymes Music Inc.",12,101,42,43082,0,RU,0
103,spotify:track:5grohwSCKaYj35Ea8LjpUT,Motor'Rolla,Восьмий колір,Bog Da Nova Muzyka,71,117,49,42935,UA,0,0
104,spotify:track:5ZzJLKhtA6u1Y2DlnvckKl,DOVI,Спокійно,DOVI,104,131,2,42837,UA,0,0
105,spotify:track:6MlIIJwO4FxnOlrpOrS4hU,INTERWORLD,METAMORPHOSIS - Sped Up,INTERWORLD,100,102,15,42833,0,0,OTHER
106,spotify:track:7nnMUJP7WE9Fg1yoO9jg89,"SadSvit, ARCHEZ",Твоя душа,Svit music,21,56,5,42778,UA,0,0
107,spotify:track:6Ox1rvlwEpB49drasQm6RF,Lil Peep,Star Shopping,Lil Peep,53,120,135,42402,0,0,OTHER
108,spotify:track:7dpget8s2QN51jYbNqVYtG,Quest Pistols,Ти неймовірна,PAPA MUSIC,48,74,10,42194,UA,0,0
109,spotify:track:1xHs6PLjlvqihewyitoP3A,Wellboy,Вишнi,PAPA MUSIC,18,110,53,42016,UA,0,0
110,spotify:track:6KvQKU21c1ZGEoOajKfim0,Skofka,Не забудем і не пробачим,Columbia Local,32,118,35,41790,UA,0,0
111,spotify:track:11BKm0j4eYoCPPpCONAVwA,Lady Gaga,Bloody Mary,Interscope,3,88,13,41770,0,0,OTHER
112,spotify:track:12L3PRi1KaDiCPhFngI6Al,Odyn v Kanoe,Човен,Один в каное,81,122,43,41610,UA,0,0
113,spotify:track:1tkHHqMZaVoNtQvC32Om8X,"ONIMXRU, STRAWANGLE",PSYCHO CRUISE,ONIMXRU x STRAWANGLE,103,109,13,41466,0,RU,0
114,spotify:track:4uTDej1AvrHzdaKy1z03Xf,SadSvit,Останній день,Svit music,114,-1,1,41465,UA,0,0
115,spotify:track:47iHvzU9Po0e6raFlgLBOF,shadowraze,astral step,Союз Мьюзик,1,106,69,41369,0,RU,0
116,spotify:track:1n7AVWNbLx5OUhItzDTj4A,Jerry Heil,#ПОШТА,Secret Service Digital & Publishing LTD,34,139,47,41325,UA,0,0
117,spotify:track:6sDGMZXJ3YPgTPHTyz7z8v,"ANGUISH, EXILED, Elfass",Гуляю,ANGUISH records,117,-1,1,41100,0,RU,0
118,spotify:track:6nqdgUTiWt4JbABDurkxMI,Hensonn,Sahara,Hensonn,47,124,66,40694,UA,0,0
119,spotify:track:3mMPorZSb7rycKSyo0lLuB,"MamaRika, KOLA",Люди,MamRika & KOLA,119,-1,1,40474,UA,0,0
120,spotify:track:64epifHS5CvRUVgKEDbRJm,ПОЛМАТЕРИ,маша,"Streaming club, under exclusive license to Rhymes Music Inc.",36,91,9,40411,0,RU,0
121,spotify:track:5ZNmRNEc0i3o8sP9NKqsvQ,jockii druce,боі стули пельку,3761125 Records DK,2,115,29,39653,UA,0,0
122,spotify:track:62ZAFyVwbc9f2M8qCW1qJr,Kordhell,MURDER PLOT,Kordhell,92,123,7,39645,0,0,OTHER
123,spotify:track:1P9oRiZJWnxe2pZmYUZ5eC,Skryptonite,Это любовь,Gazgolder Records,78,112,102,39374,0,RU,0
124,spotify:track:67FofomixTvg50qMzivHOq,"Artem Pivovarov, NK",Там у тополі,BEST MUSIC,95,126,14,39331,UA,0,0
125,spotify:track:7mCemRaeeezaB97MPPkhfG,BALKON,Відьми,BALKON,37,89,10,39298,UA,0,0
126,spotify:track:7EkWXAI1wn8Ii883ecd9xr,Surf Curse,Freaks,Surf Curse,45,135,96,39207,0,0,OTHER
127,spotify:track:5FX30idriKlEIRYTxpNf65,KUTE,AVOID ME,KUTE,61,127,41,39201,0,0,OTHER
128,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,Eminem,Without Me,Aftermath,94,137,38,39051,0,0,OTHER
129,spotify:track:3JtqmQTqsJBt6bd6iVtlaI,Epolets,Зраджуй,Epolets,25,154,36,39042,UA,0,0
130,spotify:track:5qKLAXmy19fE0Z9vRbLFhz,"Sasha Chemerov, Boombox",Любила,Sasha Chemerov,41,148,48,39013,UA,0,0
131,spotify:track:6bCLkzoE3agC7Ws9NxVxIn,KRBK,Крепче,KRBK,50,113,9,39005,UA,0,0
132,spotify:track:64Qnw6jO2dnkjV9una5peq,"100лиця, SKYLERR",Вечорниці - Добрий день Everybody,Moon Vinyl s.r.o.,19,136,32,38874,UA,0,0
133,spotify:track:51K6oQ8WNneTfUaaQnzQdq,СЕРЕГА ПИРАТ,Почему ты еще не фанат?,"Streaming Club, under exclusive license to Rhymes Music Inc.",102,132,34,38558,0,RU,0
134,spotify:track:0dlP9SnqQa5k1A9mReybFb,Kim Petras,Treat Me Like A Slut,Republic Records,114,114,3,38482,0,0,OTHER
135,spotify:track:6jdwbcH788txYS6Doy1F1j,"1nonly, SXMPRA",Step Back!,NSF Productions LLC,135,174,12,38347,0,0,OTHER
136,spotify:track:1GT4VFRNFDAwmbhztzKgMT,Zhadan i Sobaky,Автозак,Жадан і Собаки,96,143,21,38144,UA,0,0
137,spotify:track:5BvKkMNYoZYYeTGVFhjlRv,Jerry Heil,Кохайтеся Чорнобриві,Universal Music Polska Sp. Z.o.o (Ukraine Distribution Deals),30,111,28,38068,UA,0,0
138,spotify:track:2c1LybaNhIwsNVNrr4wjLG,Папин Олимпос,Официантка,"Streaming Club, under exclusive license to Rhymes Music Inc.",90,125,8,38066,0,RU,0
139,spotify:track:2pEpCUSHDAzVFqLEXRFOJg,"Golubenko, YAKTAK",Холодна весна,Golubenko,139,188,2,38027,UA,0,0
140,spotify:track:7giM1afPSppWJMFLtXriGC,"Big Baby Tape, kizaru",Bandana,KISS KOALA,1,138,67,37990,0,RU,0
141,spotify:track:5RBOcBpJXaNnHCGViJmYhh,Mareux,The Perfect Girl,Revolution Records,79,133,19,37944,0,0,OTHER
142,spotify:track:3NjAwkM75GH3cvfV9zRtv8,BUSHIDO ZHO,vodila,cplus,1,121,34,37891,0,RU,0
143,spotify:track:0JqA8n5VF8GzM36YPyeKPE,Boombox,Люди,"\""melomania\"" Llc",76,147,46,37697,UA,0,0
144,spotify:track:5JkALM9RiMKLvQNWqUiMBP,kizaru,Дежавю,KISS KOALA,1,151,134,37663,0,RU,0
145,spotify:track:7itGrDB969S4fJc4GDodiA,INSTASAMKA,POPSTAR,NaMneCash Music,1,81,23,37653,0,RU,0
146,spotify:track:7vsAZNP2BZiHK8RHyTh7lC,"Килджо, shadowraze",Chronosphere,Союз Мьюзик,28,130,13,37619,0,RU,0
147,spotify:track:4ytOwEDs9qW4sS1M6ipGMV,Pika,Кмон,NVN prod.,147,-1,1,37548,0,RU,0
148,spotify:track:09NXCjWIBMQDQLOv6AMyDN,MBreeze,Окупанту,A-post,60,153,20,37411,UA,0,0
149,spotify:track:5a6wqVqrV0yjsziNl4q8Gi,Кишлак,Самый лучший день,KISS KOALA,149,198,3,37289,0,RU,0
150,spotify:track:5TK74MJYRmwU5NIAjGRvRq,"Scally Milano, uglystephan",Я хочу тебя трахать,AMC MUSIC,27,134,47,36960,0,RU,0
151,spotify:track:3F8ydJz1se1vIxZTRcRjIJ,"SHADXWBXRN, ARCHEZ, KXNVRA",PRINCE OF DARKNESS,SHADXWBXRN x ARCHEZ x KXNVRA,85,165,49,36778,0,RU,0
152,spotify:track:0cCXLN9eUn6dmAgDPpZaJV,jockii druce,шо ви браття,3761125 Records DK,11,170,50,36741,UA,0,0
153,spotify:track:3oZObqxgEjNuCiFfE11szK,SOSKA 69,Басы долбят,KISS KOALA,6,150,17,36617,0,RU,0
154,spotify:track:7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Starboy,Universal Republic Records,97,184,6,36583,0,0,OTHER
155,spotify:track:489WGIBYPf4nallnJOHpK6,"Chico, Qatoshi",Ластівки,Naprocente music,7,149,36,36573,UA,0,0
156,spotify:track:4GmeaFSFgRFcbeNbTtUS6F,"LIL KRYSTALLL, Лоя (5sta Family), OBLADAET, Markul",Я БУДУ - Remix,COLDEST LINK UP,156,-1,1,36500,0,RU,0
157,spotify:track:0SzgZTPTdQyBzDKvrq8VlR,ENLEO,веди мене в храм,SADNESS RCRDS,72,140,13,36500,UA,0,0
158,spotify:track:2fDvxV1N7SxQYbWNrN7YJl,SAY3AM,JUDAS,SAY3AM,47,47,2,36452,0,0,OTHER
159,spotify:track:307BZpDAtO3OwRs2wrV1S9,Okean Elzy,На небі,"ТОВ ""Суперсиметрія""",56,194,25,36395,UA,0,0
160,spotify:track:1xb3OahXfoUfS78ztrPI4b,"Tery, Libenson",Не можу так,Black Beats,155,155,2,36192,UA,0,0
161,spotify:track:7GFeKobpFEF8PmecVHgJ3X,LAUD,2 дні,ENJOY! Records,55,172,49,36179,UA,0,0
162,spotify:track:1nJOtOQJqzHaxh8kzuudxR,SXCREDMANE,Attack of the Killer Beast (Phonk),SXCREDMANE,160,160,2,36105,0,0,OTHER
163,spotify:track:3gtOXzaB4v6CFeQcIIS6JP,Artem Pivovarov,Ой на горі,BEST MUSIC,65,163,32,36091,UA,0,0
164,spotify:track:5YKrl96QnEDPQNYKTCfokP,KOLA,Тебе - собі,KOLA,128,128,2,36025,UA,0,0
165,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,71,145,7,35938,0,0,OTHER
166,spotify:track:6tXFD3NkrngI9JHjDdjAjZ,KRBK,Художник,Most Label,109,142,14,35901,UA,0,0
167,spotify:track:2K7xn816oNHJZ0aVqdQsha,The Neighbourhood,Softcore,Columbia,52,176,59,35702,0,0,OTHER
168,spotify:track:56jFeULddnrAOxtlLmTCFC,"Анна Трінчер, POSITIFF",Який ти козак,FoxLab,78,186,10,35443,UA,0,0
169,spotify:track:2PqtiIAHQhZfOH5GTAonYt,MamaRika,Kava,MamaRika,77,129,43,35415,UA,0,0
170,spotify:track:7DbdUf8aHSYoliSjO6LZv6,Beach Weather,"Sex, Drugs, Etc.",8123 / Arista Records,73,166,31,35391,0,0,OTHER
171,spotify:track:3pube0HS3OSWDVIpQfU0Q0,100лиця,Троянди,Naprocente music,58,119,5,35303,UA,0,0
172,spotify:track:4stWOQpaEynPUlVAb4Jtw9,СЕРЕГА ПИРАТ,Тп на аме,"Streaming Club, under exclusive license to Rhymes Music Inc.",62,157,30,35302,0,RU,0
173,spotify:track:49uZPm1sSQPcJmN1TnbXij,KRBK,24,KRBK,96,164,38,35268,UA,0,0
174,spotify:track:19CkdonOQ9GzR4LNyom85w,Skofka,Крузак,Skofka,98,156,39,35254,UA,0,0
175,spotify:track:50Wrd6C3JeMMRgy3mJEN0d,Кишлак,Эй,KISS KOALA,137,178,9,35241,0,RU,0
176,spotify:track:5jI7JAn4KnCYwDaqwumdzP,GLXCKMANE,COWBELL GOTH,2514227 Records DK,152,152,2,35232,0,0,OTHER
177,spotify:track:4xj8VPWhWoMsPsC77vkTLt,Skryabin,Спи собі сама,Helping Hand,160,187,3,35088,UA,0,0
178,spotify:track:3yCKABoZU3FVFuyVBc5VlM,"rizza, Sqwore",плачь,Adam Music,6,146,70,34892,0,RU,0
179,spotify:track:5dSOtyf70O6fG1xm4xFeTD,"KALUSH, Kalush Orchestra, The Rasmus",In The Shadows Of Ukraine (feat. The Rasmus),Columbia Local,8,158,18,34885,UA,0,0
180,spotify:track:2GlV9w8oHSQdiPPk9lxqlp,Lemon Demon,Fine,Lemon Demon,180,185,2,34664,0,0,OTHER
181,spotify:track:0NYvacFqoJdJggiOynzbur,Adam,Повільно,adam.music.production,181,-1,1,34616,UA,0,0
182,spotify:track:56wSomSllGESHGhcfHrvEw,"Okean Elzy, Odyn v Kanoe",Місто весни,"ТОВ ""Суперсиметрія""",41,161,55,34546,UA,0,0
183,spotify:track:6L5BAC3QgfhmSOBAN8WoXv,KOLA,Чи разом?,KOLA,13,181,38,34270,UA,0,0
184,spotify:track:0EPK3XVvgbe8q0KrS7nEiY,АДЛИН,Dead Inside,Союз Мьюзик,17,192,31,34239,0,RU,0
185,spotify:track:0fLampmh4qsOLGitXM171a,PLOHOYPAREN,Таблетка,И.С.Б,26,144,56,34203,0,RU,0
186,spotify:track:086myS9r57YsLbJpU0TgK9,Arctic Monkeys,Why'd You Only Call Me When You're High?,Domino Recording Co,184,-1,9,33952,0,0,OTHER
187,spotify:track:1xK59OXxi2TAAAbmZK0kBL,d4vd,Romantic Homicide,Darkroom/Interscope Records,132,169,21,33618,0,0,OTHER
188,spotify:track:08pVm2BCyMSevBLXYLysqi,FACE,СПАСАТЕЛЬНЫЙ КРУГ,Face,38,-1,79,33578,0,RU,0
189,spotify:track:58ge6dfP91o9oXMzq3XkIS,Arctic Monkeys,505,Domino Recording Co,114,197,28,33473,0,0,OTHER
