rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,UA,RU,OTHER
1,spotify:track:3nqQXoyQOWXiESFLlDF1hG,"Sam Smith, Kim Petras",Unholy (feat. Kim Petras),EMI,1,-1,1,290419,0,0,OTHER
2,spotify:track:2uNrriUaePhbbmsXT8HQJU,INSTASAMKA,POPSTAR,NaMneCash Music,1,1,2,190591,0,RU,0
3,spotify:track:4Yzlz45QgjUKZmN2KrK4AP,Skofka,Чути гімн,Columbia Local,1,2,9,139585,UA,0,0
4,spotify:track:6qyS9qBy0mEk3qYaH8mPss,Kordhell,Murder In My Mind,Kordhell,3,4,24,124639,0,0,OTHER
5,spotify:track:4oHEJ5KPf9hW1pDyQYIRIw,"Aarne, BUSHIDO ZHO, ANIKV",Тесно,AA Team,1,3,8,118765,0,RU,0
6,spotify:track:5Sk39LuvdwuvL84jD01Dum,"MUPP, Sadfriendd",vendetta!,Sadfriendd x MUPP,3,6,18,102752,0,RU,0
7,spotify:track:21LIoC4ZxT3F8xq9gidNbX,xxxmanera,Never Broke Again,steezy,1,5,15,102241,0,RU,0
8,spotify:track:3pzr7iKQpV9QjLGcLcd2ic,"uglystephan, Scally Milano",Заберу,Mansion Music,1,9,9,97521,0,RU,0
9,spotify:track:7kKTYTHULdERuHGCkVyLVD,"KALUSH, Skofka",Додому (feat. Skofka),Columbia Local,2,7,66,96085,UA,0,0
10,spotify:track:54ipXppHLA8U4yqpOFTUhr,Imagine Dragons,Bones,Kid Ina Korner / Interscope,10,11,20,92423,0,0,OTHER
11,spotify:track:24s8SuDR01re1GxkELG7d0,ENLEO,інша любов,SADNESS RCRDS,6,10,11,90656,UA,0,0
12,spotify:track:5ZNmRNEc0i3o8sP9NKqsvQ,jockii druce,боі стули пельку,3761125 Records DK,2,8,8,83959,UA,0,0
13,spotify:track:01kfSdF9zfcDLri5sSWEoL,Dxrk ???,RAVE,Dxrk,5,13,26,81205,0,0,OTHER
14,spotify:track:2WzAAerBvZvvFXgUpSwHZ9,"PLAYAMANE, Nateki",MIDNIGHT,PLAYAMANE,6,16,20,80264,0,0,OTHER
15,spotify:track:3Hff4mCaUFKzrq05w78tEn,Clonnex,Ya Lyublyu,CLONNEX,6,12,6,80067,UA,0,0
16,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,Another Love,ITNO/Columbia,14,17,54,79651,0,0,OTHER
17,spotify:track:0wGbyS1tExQSwOYu6UceyE,"ONIMXRU, SMITHMANE",SHADOW,ONIMXRU x SMITHMANE,14,14,7,78685,0,RU,0
