rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,UA,RU,OTHER
1,spotify:track:2vHzOWRKYPLu8umRPIFuOq,KALUSH,Stefania (Kalush Orchestra),Columbia Local,1,3,13,159701,UA,0,0
2,spotify:track:48fzAdCxamFYCHNXXLk6zn,shadowraze,showdown,Союз Мьюзик,1,1,10,138083,0,RU,0
3,spotify:track:1K2ORdYBMvi5h4FvQn5hpX,Мюслі UA,"Вова, їбаш їх блять",мюслі UA,2,2,6,137029,UA,0,0
4,spotify:track:5it0QwktdpQ7oE33PbImkX,"Ed Sheeran, Antytila",2step (feat. Antytila),Atlantic Records UK,4,10,2,113378,UA,0,0
5,spotify:track:7kKTYTHULdERuHGCkVyLVD,"KALUSH, Skofka",Додому (feat. Skofka),Columbia Local,5,5,46,106776,UA,0,0
6,spotify:track:47iHvzU9Po0e6raFlgLBOF,shadowraze,astral step,Союз Мьюзик,1,4,28,99233,0,RU,0
7,spotify:track:5mGns7qagKDzP4L2YC5ea2,"Chico, Qatoshi",Допоможе ЗСУ,Naprocente music,7,17,2,94623,UA,0,0
8,spotify:track:01kfSdF9zfcDLri5sSWEoL,Dxrk ダーク,RAVE,Dxrk,5,6,6,86472,0,0,OTHER
9,spotify:track:6keRNvHKCOhmySQa1jCX8P,"KALUSH, Tember Blanche",Калуські вечорниці (feat. Tember Blanche),Columbia Local,9,9,21,77602,UA,0,0
10,spotify:track:7D8k995g6jdie4NF1E7Tpu,"WENARO, LXNER",Лёд,SAVAGE$TATION,2,7,38,75692,0,RU,0
11,spotify:track:4LKfJMumpW7HyBT05uXYUx,Khrystyna Soloviy,Тримай,"ТОВ ""Суперсиметрія""",8,8,12,68757,UA,0,0
12,spotify:track:48jRCynldeK3WQbvd3jr73,zxcursed,never enough,A+,4,14,9,68296,0,RU,0
13,spotify:track:5jXocrsUwpKwWyI5BZLKFA,"shadowraze, LXNER, quiizzzmeow",adaptive strike,SAVAGE$TATION,2,12,13,64732,0,RU,0
14,spotify:track:0cCXLN9eUn6dmAgDPpZaJV,jockii druce,шо ви браття,3761125 Records DK,11,13,9,64722,UA,0,0
15,spotify:track:4jvw60Iw8LpSRJwy1sOmoB,Шайни,Yeyo!,Mansion Music,11,25,13,62460,0,RU,0
16,spotify:track:1ghdJUMhmLEpUitNwyNMWH,fem.love,Фотографирую закат,A+,2,23,58,60143,0,RU,0
17,spotify:track:3lCZxajTCSYR5OnHPEfa2v,Cypis,Putin,Cypisolo,5,18,11,59203,0,0,OTHER
18,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,Another Love,ITNO/Columbia,14,21,34,58275,0,0,OTHER
19,spotify:track:4ZOjdqmXLuwHDQUn9WWoFR,Минин,Зелёный глаз,VHQ Distribution,7,20,13,58046,0,RU,0
20,spotify:track:0zCgWGmDF0aih5qexATyBn,Mr.Kitty,After Dark,Juggernaut Music Group,20,31,81,57868,0,0,OTHER
21,spotify:track:6nl2T8YjOdFFnQ4xBHXfdm,"The Kiffness, Boombox",Oy U Luzi Chervona Kalyna - Army Remix,Kiff Records,10,16,9,57508,UA,0,0
22,spotify:track:3CLSHJv5aUROAN2vfOyCOh,DVRST,Close Eyes,DVRST,6,27,48,57374,0,RU,0
23,spotify:track:58HvfVOeJY7lUuCqF0m3ly,Elley Duhé,MIDDLE OF THE NIGHT,Not Fit For Society/RCA Records,23,29,29,56017,0,0,OTHER
24,spotify:track:0O3TZYgwaRadNprRONZ7iX,PROBASS ∆ HARDI,Доброго вечора - Where Are You From,Comp Music,20,24,11,55798,UA,0,0
25,spotify:track:3yCKABoZU3FVFuyVBc5VlM,"rizza, Sqwore",плачь,Adam Music,6,19,31,55166,0,RU,0
26,spotify:track:6RmlamfS2Supq8wARlY0QQ,"10AGE, Ramil'",Ау,Rhymes Music Inc.,26,26,51,54212,0,RU,0
27,spotify:track:5TK74MJYRmwU5NIAjGRvRq,"Scally Milano, uglystephan",Я хочу тебя трахать,AMC MUSIC,27,38,6,53653,0,RU,0
28,spotify:track:7mXxcF1nFQvcvANuYwdrv2,KALUSH,Зорi,Columbia Local,27,39,63,52814,UA,0,0
29,spotify:track:5X1FYw7MXEgnPmQAYwAa0q,quiizzzmeow,Aomine Daiki,SAVAGE$TATION,1,22,32,52727,0,RU,0
30,spotify:track:4MQmxIxM5CXKjdq4IrCWhd,SadSvit,Касета,Independent,22,35,4,52381,UA,0,0
31,spotify:track:57V0VhEg1CAkPXeaCLikNW,shadowraze,juggernaut (Prod. by PLVSTIC),Союз Мьюзик,7,34,39,51672,0,RU,0
32,spotify:track:0xEET0hVtwAEI5iVMWmD5C,shadowraze,shadowfiend,Gamma Music,5,36,36,51632,0,RU,0
33,spotify:track:1xHs6PLjlvqihewyitoP3A,Wellboy,Вишнi,Юрий Бардаш,33,49,12,50858,UA,0,0
34,spotify:track:1qC93FzhcsGUFG2ZvcQzrT,Valentin Strykalo,Так гріє,Валентин Стрыкало,34,40,8,49015,UA,0,0
35,spotify:track:3EkGH0yreaWUFAXBil8rmH,"KALUSH, Skofka",Файна (feat. Skofka),Columbia Local,35,52,10,48950,UA,0,0
36,spotify:track:7biChppM3c8q7qcVl7ceb2,FACE,ЛАБИРИНТ,Face,8,37,25,48510,0,RU,0
37,spotify:track:4GC6tlXcAsyp4pNrlyo1pb,Odyn v Kanoe,У мене немає дому,Kanoemusic,37,42,9,47909,UA,0,0
38,spotify:track:4CK9NEdPWB6rJ8N6BU20pN,ПОЛМАТЕРИ,ярче звёзд,ZVEZDOCHKA,12,28,8,47449,0,RU,0
39,spotify:track:0r9fpWPI6z3V3YZXIiVaNC,"Big Baby Tape, kizaru",99 Problems,Sony Music Entertainment,1,45,29,47353,0,RU,0
40,spotify:track:3mcw4dkjfzj5B4Ago9NSmN,"uniqe, nkeeei, ARTEM SHILOVETS",ТОЛПЫ КРИЧАТ,steezy,1,32,33,46787,0,RU,0
41,spotify:track:56wSomSllGESHGhcfHrvEw,"Okean Elzy, Odyn v Kanoe",Місто весни,"ТОВ ""Суперсиметрія""",41,48,15,46007,UA,0,0
42,spotify:track:4LRPiXqCikLlN15c3yImP7,Harry Styles,As It Was,Columbia,39,41,6,45840,0,0,OTHER
43,spotify:track:3auzaPW4fXa8oI4KbTalAU,"shadowraze, babyswishh1",psiblades,Союз Мьюзик,9,50,32,45639,0,RU,0
44,spotify:track:0H2ZDRzULQ8tIUvxUuTlqF,Okean Elzy,Не твоя війна,"ТОВ ""Суперсиметрія""",10,46,11,44919,UA,0,0
45,spotify:track:16AzcbKli3UQsxj491hJLQ,"Big Baby Tape, kizaru",Bandana,Sony Music Entertainment,1,55,29,43815,0,RU,0
46,spotify:track:1n7AVWNbLx5OUhItzDTj4A,Jerry Heil,#ПОШТА,Secret Service Digital & Publishing LTD,46,53,10,43506,UA,0,0
47,spotify:track:0VGLb6IeeG5ZqonN5EavDu,КАКАЯ РАЗНИЦА,Рассвет,Какая Разница,31,60,21,43236,0,RU,0
48,spotify:track:2ChVq8CrBPd0Ubxr6f2N8u,"shadowraze, shinra",stockholm,Союз Мьюзик,48,-1,1,42865,0,RU,0
49,spotify:track:1HhNoOuqm1a5MXYEgAFl8o,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,Kid Ina Korner / Interscope,6,51,28,42483,0,0,OTHER
50,spotify:track:3SOHFsSinxM6flLceYl5BT,MORGENSHTERN,Селяви,MORGENSHTERN,2,33,5,42395,0,RU,0
51,spotify:track:16KfubI9E9AYJ5hcEdZ9TI,"OG Buda, MAYOT",Грусть 2 - Соната,RNDM CREW,11,11,2,42273,0,RU,0
52,spotify:track:4umjgYILQbHyV41ZmaemQm,"Big Baby Tape, kizaru",Million,Sony Music Entertainment,2,57,29,42106,0,RU,0
53,spotify:track:6GyZQ9o0dBU9V0NIjGPz2r,FACE,Домино,Face,15,54,20,40708,0,RU,0
54,spotify:track:2B9N1fCinwxEo89GcDGB5I,MORGENSHTERN,12,MORGENSHTERN,3,47,9,40580,0,RU,0
55,spotify:track:5mnpMkzp3Z2RCCbwIEZCbv,PlayaPhonk,Phonky Town,Arista Records,14,61,53,40101,0,0,OTHER
56,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,Columbia,48,62,84,39894,0,0,OTHER
57,spotify:track:1chBlROr3nK1SwDPCdN8gv,MORGENSHTERN,Номер,MORGENSHTERN,30,30,2,38886,0,RU,0
58,spotify:track:1xASDcZcb869OkSu86Wbw8,вышел покурить,кладбище,Dying sky,29,64,51,38503,0,RU,0
59,spotify:track:2IMrzJTRHGndoUbM39QIJ7,"shadowraze, GENJUTSU",1000-7,Союз Мьюзик,11,63,46,38132,0,RU,0
60,spotify:track:7GFeKobpFEF8PmecVHgJ3X,LAUD,2 дні,ENJOY! Records,60,86,8,37829,UA,0,0
61,spotify:track:1qDqswcqJ7QxtbVlDv5P6W,"Taras Chubay, Плач Єремії",Вона,Comp Music Ltd,61,78,8,37470,UA,0,0
62,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,35,68,43,37385,0,0,OTHER
63,spotify:track:5PjdY0CKGZdEuoNab3yDmX,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,2,72,44,36629,0,0,OTHER
64,spotify:track:4CTtj8kPj9A71ON0Fb2Gvb,"OG Buda, Scally Milano, 163ONMYNECK",Грязный,RNDM CREW,15,15,3,36543,0,RU,0
65,spotify:track:1qwAvf8LsXY7H1sD5rRXGO,zxcursed,bankai,zxcursed,11,70,6,36352,0,RU,0
66,spotify:track:2AbA0a53nHOdeLsYveGrap,Медовий Полин,Сепаратіст,Медовий Полин,66,-1,1,36010,UA,0,0
67,spotify:track:5hY09NvKjD3gBQS3qhriXD,ssshhhiiittt!,Танцы,ssshhhiiittt!,40,76,94,35903,0,RU,0
68,spotify:track:1GOiMxQXZUzjzH0Sxpck0B,kizaru,Дежавю,Sony Music Entertainment,1,82,96,35590,0,RU,0
69,spotify:track:7rvEwAILTqxBpdIyUifkE8,"Miyagi & Andy Panda, Mav-d",Marmalade,Hajime Records,6,75,25,35549,0,RU,0
