rank,track_name,artist_names,streams,URL,,,,UA,RU,OTHER
1,astral step,shadowraze,313889,https://open.spotify.com/track/47iHvzU9Po0e6raFlgLBOF,,,,0,RU,0
2,adaptive strike,shadowraze,285103,https://open.spotify.com/track/5jXocrsUwpKwWyI5BZLKFA,,,,0,RU,0
3,Лёд,WENARO,167375,https://open.spotify.com/track/7D8k995g6jdie4NF1E7Tpu,,,,0,RU,0
4,Фотографирую закат,fem.love,161985,https://open.spotify.com/track/1ghdJUMhmLEpUitNwyNMWH,,,,0,RU,0
5,МАЛИНОВАЯ ЛАДА,GAYAZOV$ BROTHER$,161751,https://open.spotify.com/track/77B4S4jkrAkL3Ng5hEHoUU,,,,0,RU,0
6,shadowfiend,shadowraze,147293,https://open.spotify.com/track/0xEET0hVtwAEI5iVMWmD5C,,,,0,RU,0
7,Stefania (Kalush Orchestra),KALUSH,137345,https://open.spotify.com/track/0unPBMjVwn0HpWget3DBze,,,,UA,0,0
8,juggernaut (Prod. by PLVSTIC),shadowraze,136560,https://open.spotify.com/track/57V0VhEg1CAkPXeaCLikNW,,,,0,RU,0
9,ТОЛПЫ КРИЧАТ,uniqe,125069,https://open.spotify.com/track/3mcw4dkjfzj5B4Ago9NSmN,,,,0,RU,0
10,плачь,rizza,121940,https://open.spotify.com/track/3yCKABoZU3FVFuyVBc5VlM,,,,0,RU,0
11,psiblades,shadowraze,120894,https://open.spotify.com/track/3auzaPW4fXa8oI4KbTalAU,,,,0,RU,0
12,Yeyo!,Шайни,116692,https://open.spotify.com/track/4jvw60Iw8LpSRJwy1sOmoB,,,,0,RU,0
13,Aomine Daiki,quiizzzmeow,114528,https://open.spotify.com/track/5X1FYw7MXEgnPmQAYwAa0q,,,,0,RU,0
14,1000-7,shadowraze,114474,https://open.spotify.com/track/2IMrzJTRHGndoUbM39QIJ7,,,,0,RU,0
15,99 Problems,Big Baby Tape,112145,https://open.spotify.com/track/0r9fpWPI6z3V3YZXIiVaNC,,,,0,RU,0
16,Отпускаю,Egor Kreed,110135,https://open.spotify.com/track/0vkYzoY1ukPTWAqD4yuCXL,,,,0,RU,0
17,баночка с окурками,КОСМОНАВТОВ НЕТ,107974,https://open.spotify.com/track/7j6eSKC2Hv3lcElPyR1bP3,,,,0,RU,0
18,За всех,MACAN,105226,https://open.spotify.com/track/7uJlcGDXjx8Ha6t8kWFlxf,,,,0,RU,0
19,в темноте,КОСМОНАВТОВ НЕТ,103228,https://open.spotify.com/track/5JDtUGEFLwq2r26yhHM89E,,,,0,RU,0
20,Million,Big Baby Tape,101390,https://open.spotify.com/track/4umjgYILQbHyV41ZmaemQm,,,,0,RU,0
21,Bandana,Big Baby Tape,99208,https://open.spotify.com/track/16AzcbKli3UQsxj491hJLQ,,,,0,RU,0
22,первое свидание,алёна швец.,93032,https://open.spotify.com/track/4tPB6H0QcK4bDib8iauE28,,,,0,RU,0
23,Кожура,ZAPOMNI,90633,https://open.spotify.com/track/1OeGvzNcGC2s6F41lmCdjA,,,,0,RU,0
24,МЯТОЙ - remix 2010,КОСМОНАВТОВ НЕТ,86444,https://open.spotify.com/track/0ZGHCIFlJWqwB4TpG8LFbe,,,,0,RU,0
25,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,86245,https://open.spotify.com/track/1HhNoOuqm1a5MXYEgAFl8o,,,,0,0,OTHER
26,Лифон,uniqe,85872,https://open.spotify.com/track/1vLBDj2hhzAVskV5OUQ5d2,,,,0,RU,0
