rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,UA,RU,OTHER
1,spotify:track:3nqQXoyQOWXiESFLlDF1hG,"Sam Smith, Kim Petras",Unholy (feat. Kim Petras),EMI,1,1,2,222629,0,0,OTHER
2,spotify:track:2uNrriUaePhbbmsXT8HQJU,INSTASAMKA,POPSTAR,NaMneCash Music,1,2,3,166388,0,RU,0
3,spotify:track:4Yzlz45QgjUKZmN2KrK4AP,Skofka,Чути гімн,Columbia Local,1,3,10,138103,UA,0,0
4,spotify:track:6qyS9qBy0mEk3qYaH8mPss,Kordhell,Murder In My Mind,Kordhell,3,4,25,125951,0,0,OTHER
5,spotify:track:4oHEJ5KPf9hW1pDyQYIRIw,"Aarne, BUSHIDO ZHO, ANIKV",Тесно,AA Team,1,5,9,113598,0,RU,0
6,spotify:track:21LIoC4ZxT3F8xq9gidNbX,xxxmanera,Never Broke Again,steezy,1,7,16,102279,0,RU,0
7,spotify:track:5Sk39LuvdwuvL84jD01Dum,"MUPP, Sadfriendd",vendetta!,Sadfriendd x MUPP,3,6,19,98546,0,RU,0
8,spotify:track:7kKTYTHULdERuHGCkVyLVD,"KALUSH, Skofka",Додому (feat. Skofka),Columbia Local,2,9,67,98006,UA,0,0
9,spotify:track:3pzr7iKQpV9QjLGcLcd2ic,"uglystephan, Scally Milano",Заберу,Mansion Music,1,8,10,94224,0,RU,0
10,spotify:track:24s8SuDR01re1GxkELG7d0,ENLEO,інша любов,SADNESS RCRDS,6,11,12,94050,UA,0,0
11,spotify:track:54ipXppHLA8U4yqpOFTUhr,Imagine Dragons,Bones,Kid Ina Korner / Interscope,10,10,21,92607,0,0,OTHER
12,spotify:track:6NFRX7D4Dnh1dRUPstj3ij,"Канги, Galust",Голова,Legacy Music,12,-1,1,87374,0,RU,0
13,spotify:track:0wGbyS1tExQSwOYu6UceyE,"ONIMXRU, SMITHMANE",SHADOW,ONIMXRU x SMITHMANE,13,17,8,86773,0,RU,0
14,spotify:track:2ksyzVfU0WJoBpu8otr4pz,INTERWORLD,METAMORPHOSIS,INTERWORLD,14,20,12,82917,0,0,OTHER
