rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,UA,RU,OTHER
1,spotify:track:2vHzOWRKYPLu8umRPIFuOq,KALUSH,Stefania (Kalush Orchestra),Columbia Local,1,1,20,132304,UA,0,0
2,spotify:track:1OhtcX8IP2mQ2s5yEZ3jSN,"Arut, Big Baby Tape",VLAGA,Bugatti Music,2,2,2,111994,0,RU,0
3,spotify:track:4tEr9oykqAlnLnaltbjoDe,To Eternity,Несмачний Мед,To Eternity,3,22,2,101313,UA,0,0
4,spotify:track:7kKTYTHULdERuHGCkVyLVD,"KALUSH, Skofka",Додому (feat. Skofka),Columbia Local,2,3,53,95371,UA,0,0
5,spotify:track:5mGns7qagKDzP4L2YC5ea2,"Chico, Qatoshi",Допоможе ЗСУ,Naprocente music,5,5,9,91717,UA,0,0
6,spotify:track:48fzAdCxamFYCHNXXLk6zn,shadowraze,showdown,Союз Мьюзик,1,4,17,91604,0,RU,0
7,spotify:track:489WGIBYPf4nallnJOHpK6,"Chico, Qatoshi",Ластівки,Naprocente music,7,23,2,86654,UA,0,0
8,spotify:track:2WzAAerBvZvvFXgUpSwHZ9,"PLAYAMANE, Nateki",MIDNIGHT,PLAYAMANE,6,6,7,83936,0,0,OTHER
9,spotify:track:1K2ORdYBMvi5h4FvQn5hpX,Мюслі UA,"Вова, їбаш їх блять",мюслі UA,2,7,13,77265,UA,0,0
10,spotify:track:0IjCnXqJTlPElz8HmIiO9p,"The Limba, MORGENSHTERN",Известным,Bugatti Music,10,-1,1,75862,0,RU,0
11,spotify:track:4jvw60Iw8LpSRJwy1sOmoB,Шайни,Yeyo!,Mansion Music,7,8,20,75551,0,RU,0
12,spotify:track:01kfSdF9zfcDLri5sSWEoL,Dxrk ダーク,RAVE,Dxrk,5,11,13,74763,0,0,OTHER
13,spotify:track:6keRNvHKCOhmySQa1jCX8P,"KALUSH, Tember Blanche",Калуські вечорниці (feat. Tember Blanche),Columbia Local,5,10,28,74363,UA,0,0
14,spotify:track:21LIoC4ZxT3F8xq9gidNbX,xxxmanera,Never Broke Again,CandyFlip Music,14,96,2,74228,0,RU,0
15,spotify:track:4ikCWgaaGLKgb724CUNnqZ,Кореш,глаза не врут,cplus,3,13,5,73234,0,RU,0
16,spotify:track:0zCgWGmDF0aih5qexATyBn,Mr.Kitty,After Dark,Juggernaut Music Group,12,12,88,72954,0,0,OTHER
17,spotify:track:47iHvzU9Po0e6raFlgLBOF,shadowraze,astral step,Союз Мьюзик,1,14,35,70194,0,RU,0
18,spotify:track:1xHs6PLjlvqihewyitoP3A,Wellboy,Вишнi,Юрий Бардаш,18,18,19,65376,UA,0,0
19,spotify:track:7IRfUFRIarTp8a8Yxa83Nl,KOLA,Чи разом?,BEST MUSIC,13,15,4,64212,UA,0,0
20,spotify:track:7D8k995g6jdie4NF1E7Tpu,"WENARO, LXNER",Лёд,SAVAGE$TATION,2,16,45,63062,0,RU,0
21,spotify:track:6ovBMbqpAA8N1FtN1fa0Vq,Max Korzh,Свой дом,Макс Корж,2,9,4,62487,0,RU,0
22,spotify:track:3EkGH0yreaWUFAXBil8rmH,"KALUSH, Skofka",Файна (feat. Skofka),Columbia Local,13,20,17,60264,UA,0,0
23,spotify:track:6qyS9qBy0mEk3qYaH8mPss,Kordhell,Murder In My Mind,Kordhell,21,21,11,60074,0,0,OTHER
24,spotify:track:75FEaRjZTKLhTrFGsfMUXR,Kate Bush,Running Up That Hill (A Deal With God),Parlophone UK,12,17,5,58197,0,0,OTHER
25,spotify:track:3JtqmQTqsJBt6bd6iVtlaI,Epolets,Зраджуй,Epolets,25,64,2,57516,UA,0,0
26,spotify:track:0iUrxveyNUBfj0cqjYEijt,MoonDeity,NEON BLADE,MoonDeity,25,25,4,57184,0,0,OTHER
27,spotify:track:5HfA6KNvluQJSbrgrv3gh3,"Ed Sheeran, Antytila",2step (feat. Antytila),Atlantic Records UK,4,24,9,56946,UA,0,0
28,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,Another Love,ITNO/Columbia,14,31,41,55401,0,0,OTHER
29,spotify:track:7mXxcF1nFQvcvANuYwdrv2,KALUSH,Зорi,Columbia Local,10,26,70,55067,UA,0,0
30,spotify:track:5Sk39LuvdwuvL84jD01Dum,"MUPP, Sadfriendd",vendetta!,Sadfriendd x MUPP,29,30,5,53776,0,RU,0
31,spotify:track:3CLSHJv5aUROAN2vfOyCOh,DVRST,Close Eyes,DVRST,6,27,55,53280,0,RU,0
32,spotify:track:58HvfVOeJY7lUuCqF0m3ly,Elley Duhé,MIDDLE OF THE NIGHT,Not Fit For Society/RCA Records,22,29,36,51810,0,0,OTHER
33,spotify:track:48jRCynldeK3WQbvd3jr73,zxcursed,never enough,A+,4,28,16,48668,0,RU,0
34,spotify:track:5TK74MJYRmwU5NIAjGRvRq,"Scally Milano, uglystephan",Я хочу тебя трахать,AMC MUSIC,27,37,13,48344,0,RU,0
35,spotify:track:6SoBJLxIxJGI7QGVRq90Uf,Markul,Конечная станция,FRWRD MUSIC / Markul Music,35,-1,1,48227,0,RU,0
36,spotify:track:4LKfJMumpW7HyBT05uXYUx,Khrystyna Soloviy,Тримай,"ТОВ ""Суперсиметрія""",8,34,19,48152,UA,0,0
37,spotify:track:6RmlamfS2Supq8wARlY0QQ,"10AGE, Ramil'",Ау,Rhymes Music Inc.,26,32,58,47656,0,RU,0
38,spotify:track:3yCKABoZU3FVFuyVBc5VlM,"rizza, Sqwore",плачь,Adam Music,6,40,38,47590,0,RU,0
39,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,Columbia,39,39,91,47547,0,0,OTHER
40,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,32,38,13,46342,0,0,OTHER
41,spotify:track:0r9fpWPI6z3V3YZXIiVaNC,"Big Baby Tape, kizaru",99 Problems,Sony Music Entertainment,1,35,36,45427,0,RU,0
42,spotify:track:0VGLb6IeeG5ZqonN5EavDu,КАКАЯ РАЗНИЦА,Рассвет,Какая Разница,29,42,28,44371,0,RU,0
43,spotify:track:4umjgYILQbHyV41ZmaemQm,"Big Baby Tape, kizaru",Million,Sony Music Entertainment,2,43,36,43990,0,RU,0
44,spotify:track:1ghdJUMhmLEpUitNwyNMWH,fem.love,Фотографирую закат,A+,2,41,65,43915,0,RU,0
45,spotify:track:4MQmxIxM5CXKjdq4IrCWhd,SadSvit,Касета,Independent,22,44,11,43569,UA,0,0
46,spotify:track:5jXocrsUwpKwWyI5BZLKFA,"shadowraze, LXNER, quiizzzmeow",adaptive strike,SAVAGE$TATION,2,50,20,43229,0,RU,0
47,spotify:track:16AzcbKli3UQsxj491hJLQ,"Big Baby Tape, kizaru",Bandana,Sony Music Entertainment,1,46,36,43208,0,RU,0
48,spotify:track:0QfXH1HCcHst7uxU1gFyqG,INSTASAMKA,RARARA,NaMneCash Music,48,-1,1,42828,0,RU,0
49,spotify:track:6xGruZOHLs39ZbVccQTuPZ,Joji,Glimpse of Us,88rising Music/Warner Records,36,36,3,42254,0,0,OTHER
50,spotify:track:2rao5sMWohJhJlXAYb4g7h,Bahroma,Пока-пора,Bahroma,50,-1,1,42109,UA,0,0
51,spotify:track:60PINd8oHZjazE0J9cuKcA,zxcursed,killua,A+,11,33,6,41781,0,RU,0
52,spotify:track:1qDqswcqJ7QxtbVlDv5P6W,"Taras Chubay, Плач Єремії",Вона,Comp Music Ltd,44,45,15,41564,UA,0,0
53,spotify:track:5og1GoWi98dDgD4Nx6cXNx,Max Korzh,Это наш путь,Макс Корж,19,19,2,40713,0,RU,0
54,spotify:track:6ChnGkBwnq2HUJD24YhMhW,"Cheriimoya, Sierra Kidd","Living Life, In The Night",Arista Records,53,53,8,40675,0,0,OTHER
55,spotify:track:03TPcM9vWUmc8y6LkJAzwJ,АДЛИН,No Love,Союз Мьюзик,31,68,35,40667,0,RU,0
56,spotify:track:0O3TZYgwaRadNprRONZ7iX,PROBASS ∆ HARDI,Доброго вечора - Where Are You From,Comp Music,20,49,18,39804,UA,0,0
57,spotify:track:1HhNoOuqm1a5MXYEgAFl8o,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,Kid Ina Korner / Interscope,6,62,35,39614,0,0,OTHER
58,spotify:track:0TyUOnU4H4GLqOcrH0auc8,Imagine Dragons,Sharks,KIDinaKORNER/Interscope Records,58,-1,1,39602,0,0,OTHER
59,spotify:track:1qC93FzhcsGUFG2ZvcQzrT,Valentin Strykalo,Так гріє,Валентин Стрыкало,34,48,15,39157,UA,0,0
60,spotify:track:0fLampmh4qsOLGitXM171a,PLOHOYPAREN,Таблетка,И.С.Б,55,65,22,39008,0,RU,0
61,spotify:track:1GOiMxQXZUzjzH0Sxpck0B,kizaru,Дежавю,Sony Music Entertainment,1,52,103,38984,0,RU,0
62,spotify:track:0xY3mc3o0NJ3CetKAV8ma3,"Poshlaya Molly, Молодой Платон",ШКОЛЬНИК,DROPBLED,62,-1,1,38406,0,RU,0
63,spotify:track:5oDzu4mpi13XnbBteabhYF,V $ X V PRiNCE,Суета,Vernый,23,47,5,37835,0,RU,0
64,spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW,XXXTENTACION,Revenge,Bad Vibes Forever / EMPIRE,39,59,18,37651,0,0,OTHER
65,spotify:track:0cCXLN9eUn6dmAgDPpZaJV,jockii druce,шо ви браття,3761125 Records DK,11,51,16,37475,UA,0,0
66,spotify:track:0KYvs7DKC7Cl5IHmwpP13f,KSLV Noh,Override,3066940 Records DK,48,58,18,37262,0,0,OTHER
67,spotify:track:3QslPNyh3s8UdAtNX3c2Fy,Dxrk ダーク,BONES,Dxrk,67,183,2,36662,0,0,OTHER
68,spotify:track:2WoksKIDPQ8o90cqDbgE7L,Patsyki Z Franeka,Марічка,FFK REKORDZ,60,61,7,36590,UA,0,0
69,spotify:track:56wSomSllGESHGhcfHrvEw,"Okean Elzy, Odyn v Kanoe",Місто весни,"ТОВ ""Суперсиметрія""",41,57,22,36510,UA,0,0
70,spotify:track:7g9brrz6mR8dm1kwYFwnRx,"YARMAK, ALISA",ДИКЕ ПОЛЕ,Yarmak music,54,67,5,36490,UA,0,0
71,spotify:track:5grohwSCKaYj35Ea8LjpUT,Motor'Rolla,Восьмий колір,Bog Da Nova Muzyka,71,79,15,36356,UA,0,0
72,spotify:track:0PGAJ37n4O2AslZosr1YGx,KSLV Noh,Disaster,3066940 Records DK,58,66,28,36240,0,0,OTHER
73,spotify:track:3sYyBDC4zPM3UZsgUfPhbb,"Jerry Heil, Verka Serduchka",#МОСКАЛЬ_НЕКРАСІВИЙ,Universal Music Polska Sp. z o.o.,41,56,8,36140,UA,0,0
