rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,UA,RU,OTHER
1,spotify:track:2vHzOWRKYPLu8umRPIFuOq,KALUSH,Stefania (Kalush Orchestra),Columbia Local,1,1,19,147377,UA,0,0
2,spotify:track:1OhtcX8IP2mQ2s5yEZ3jSN,"Arut, Big Baby Tape",VLAGA,Bugatti Music,2,-1,1,145549,0,RU,0
3,spotify:track:7kKTYTHULdERuHGCkVyLVD,"KALUSH, Skofka",Додому (feat. Skofka),Columbia Local,2,3,52,99937,UA,0,0
4,spotify:track:48fzAdCxamFYCHNXXLk6zn,shadowraze,showdown,Союз Мьюзик,1,4,16,96104,0,RU,0
5,spotify:track:5mGns7qagKDzP4L2YC5ea2,"Chico, Qatoshi",Допоможе ЗСУ,Naprocente music,5,6,8,94371,UA,0,0
6,spotify:track:2WzAAerBvZvvFXgUpSwHZ9,"PLAYAMANE, Nateki",MIDNIGHT,PLAYAMANE,6,8,6,92530,0,0,OTHER
7,spotify:track:1K2ORdYBMvi5h4FvQn5hpX,Мюслі UA,"Вова, їбаш їх блять",мюслі UA,2,5,12,89646,UA,0,0
8,spotify:track:4jvw60Iw8LpSRJwy1sOmoB,Шайни,Yeyo!,Mansion Music,7,7,19,86243,0,RU,0
9,spotify:track:6ovBMbqpAA8N1FtN1fa0Vq,Max Korzh,Свой дом,Макс Корж,2,2,3,79847,0,RU,0
10,spotify:track:6keRNvHKCOhmySQa1jCX8P,"KALUSH, Tember Blanche",Калуські вечорниці (feat. Tember Blanche),Columbia Local,5,9,27,78205,UA,0,0
11,spotify:track:01kfSdF9zfcDLri5sSWEoL,Dxrk ダーク,RAVE,Dxrk,5,10,12,77523,0,0,OTHER
12,spotify:track:0zCgWGmDF0aih5qexATyBn,Mr.Kitty,After Dark,Juggernaut Music Group,12,16,87,76144,0,0,OTHER
13,spotify:track:4ikCWgaaGLKgb724CUNnqZ,Кореш,глаза не врут,cplus,3,20,4,74698,0,RU,0
14,spotify:track:47iHvzU9Po0e6raFlgLBOF,shadowraze,astral step,Союз Мьюзик,1,11,34,71799,0,RU,0
15,spotify:track:7IRfUFRIarTp8a8Yxa83Nl,KOLA,Чи разом?,BEST MUSIC,13,13,3,69114,UA,0,0
16,spotify:track:7D8k995g6jdie4NF1E7Tpu,"WENARO, LXNER",Лёд,SAVAGE$TATION,2,14,44,66689,0,RU,0
17,spotify:track:75FEaRjZTKLhTrFGsfMUXR,Kate Bush,Running Up That Hill (A Deal With God),Parlophone UK,12,12,4,64066,0,0,OTHER
18,spotify:track:1xHs6PLjlvqihewyitoP3A,Wellboy,Вишнi,Юрий Бардаш,18,18,18,63866,UA,0,0
19,spotify:track:5og1GoWi98dDgD4Nx6cXNx,Max Korzh,Это наш путь,Макс Корж,19,-1,1,62650,0,RU,0
20,spotify:track:3EkGH0yreaWUFAXBil8rmH,"KALUSH, Skofka",Файна (feat. Skofka),Columbia Local,13,17,16,62567,UA,0,0
21,spotify:track:6qyS9qBy0mEk3qYaH8mPss,Kordhell,Murder In My Mind,Kordhell,21,23,10,61756,0,0,OTHER
22,spotify:track:4tEr9oykqAlnLnaltbjoDe,To Eternity,Несмачний Мед,To Eternity,22,-1,1,61020,UA,0,0
23,spotify:track:489WGIBYPf4nallnJOHpK6,"Chico, Qatoshi",Ластівки,Naprocente music,23,-1,1,59929,UA,0,0
24,spotify:track:5HfA6KNvluQJSbrgrv3gh3,"Ed Sheeran, Antytila",2step (feat. Antytila),Atlantic Records UK,4,15,8,59064,UA,0,0
25,spotify:track:0iUrxveyNUBfj0cqjYEijt,MoonDeity,NEON BLADE,MoonDeity,25,25,3,58867,0,0,OTHER
26,spotify:track:7mXxcF1nFQvcvANuYwdrv2,KALUSH,Зорi,Columbia Local,10,19,69,57575,UA,0,0
27,spotify:track:3CLSHJv5aUROAN2vfOyCOh,DVRST,Close Eyes,DVRST,6,22,54,56568,0,RU,0
28,spotify:track:48jRCynldeK3WQbvd3jr73,zxcursed,never enough,A+,4,21,15,56038,0,RU,0
29,spotify:track:58HvfVOeJY7lUuCqF0m3ly,Elley Duhé,MIDDLE OF THE NIGHT,Not Fit For Society/RCA Records,22,24,35,55142,0,0,OTHER
30,spotify:track:5Sk39LuvdwuvL84jD01Dum,"MUPP, Sadfriendd",vendetta!,Sadfriendd x MUPP,29,29,4,53597,0,RU,0
31,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,Another Love,ITNO/Columbia,14,30,40,53413,0,0,OTHER
