rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,UA,RU,OTHER
1,spotify:track:4oHEJ5KPf9hW1pDyQYIRIw,"Aarne, BUSHIDO ZHO, ANIKV",Тесно,AA Team,1,1,2,264467,0,RU,0
2,spotify:track:5ZNmRNEc0i3o8sP9NKqsvQ,jockii druce,боі стули пельку,3761125 Records DK,2,109,2,172048,UA,0,0
3,spotify:track:4Yzlz45QgjUKZmN2KrK4AP,Skofka,Чути гімн,Columbia Local,2,2,3,149610,UA,0,0
4,spotify:track:21LIoC4ZxT3F8xq9gidNbX,xxxmanera,Never Broke Again,CandyFlip Music,1,3,9,126772,0,RU,0
5,spotify:track:3pzr7iKQpV9QjLGcLcd2ic,"uglystephan, Scally Milano",Заберу,Mansion Music,1,4,3,120236,0,RU,0
6,spotify:track:5Sk39LuvdwuvL84jD01Dum,"MUPP, Sadfriendd",vendetta!,Sadfriendd x MUPP,3,6,12,103160,0,RU,0
7,spotify:track:6qyS9qBy0mEk3qYaH8mPss,Kordhell,Murder In My Mind,Kordhell,7,11,18,102320,0,0,OTHER
8,spotify:track:7kKTYTHULdERuHGCkVyLVD,"KALUSH, Skofka",Додому (feat. Skofka),Columbia Local,2,7,60,100655,UA,0,0
9,spotify:track:2vHzOWRKYPLu8umRPIFuOq,KALUSH,Stefania (Kalush Orchestra),Columbia Local,1,9,27,95590,UA,0,0
10,spotify:track:24s8SuDR01re1GxkELG7d0,ENLEO,інша любов,SADNESS RCRDS,6,8,5,94951,UA,0,0
11,spotify:track:1hnMLPOqTMV2gurNxOnsjK,"Jakone, A.V.G, Итачи",Курить,GS-Prod.,5,5,4,88613,0,RU,0
12,spotify:track:3NjAwkM75GH3cvfV9zRtv8,BUSHIDO ZHO,vodila,cplus,1,12,7,86802,0,RU,0
13,spotify:track:489WGIBYPf4nallnJOHpK6,"Chico, Qatoshi",Ластівки,Naprocente music,7,13,9,84409,UA,0,0
14,spotify:track:1x8o2E70kQnWm6pHW5ApOw,uglystephan archive,ahh,Mansion Music,10,10,5,84282,0,RU,0
15,spotify:track:5mGns7qagKDzP4L2YC5ea2,"Chico, Qatoshi",Допоможе ЗСУ,Naprocente music,5,16,16,82961,UA,0,0
16,spotify:track:42loxtj7bufLsPgZSl47I9,H8.HOOD,PHANTOM,H8.HOOD,16,20,3,82401,0,RU,0
17,spotify:track:2WzAAerBvZvvFXgUpSwHZ9,"PLAYAMANE, Nateki",MIDNIGHT,PLAYAMANE,6,17,14,81735,0,0,OTHER
18,spotify:track:3EkGH0yreaWUFAXBil8rmH,"KALUSH, Skofka",Файна (feat. Skofka),Columbia Local,13,18,24,79506,UA,0,0
19,spotify:track:2kWuVqpxPnj131Z53vxF98,"alyona alyona, Jerry Heil, ela.",KUPALA,Columbia Local,4,14,6,79438,UA,0,0
20,spotify:track:2DHX9faMGUQQTwD1Ot4ch2,INSTASAMKA,MONEYKEN LOVE,NaMneCash Music,5,15,6,79371,0,RU,0
21,spotify:track:7IRfUFRIarTp8a8Yxa83Nl,KOLA,Чи разом?,BEST MUSIC,13,21,11,78849,UA,0,0
22,spotify:track:6b37xrsNCWYIUphFBazqD6,Manu Chao,Me Gustas Tu,Radio Bemba,22,33,3,78599,0,0,OTHER
23,spotify:track:01kfSdF9zfcDLri5sSWEoL,Dxrk ???,RAVE,Dxrk,5,24,20,76663,0,0,OTHER
24,spotify:track:4jvw60Iw8LpSRJwy1sOmoB,Шайни,Yeyo!,Mansion Music,7,28,27,75721,0,RU,0
25,spotify:track:64Qnw6jO2dnkjV9una5peq,"100лиця, SKYLERR",Вечорниці - Добрий день Everybody,Moon Vinyl s.r.o.,22,22,5,73817,UA,0,0
26,spotify:track:0fLampmh4qsOLGitXM171a,PLOHOYPAREN,Таблетка,И.С.Б,26,34,29,70833,0,RU,0
27,spotify:track:0zCgWGmDF0aih5qexATyBn,Mr.Kitty,After Dark,Juggernaut Music Group,12,25,95,70757,0,0,OTHER
28,spotify:track:4ikCWgaaGLKgb724CUNnqZ,Кореш,глаза не врут,cplus,3,19,12,69235,0,RU,0
29,spotify:track:48fzAdCxamFYCHNXXLk6zn,shadowraze,showdown,Союз Мьюзик,1,26,24,67953,0,RU,0
30,spotify:track:0iUrxveyNUBfj0cqjYEijt,MoonDeity,NEON BLADE,MoonDeity,14,23,11,67823,0,0,OTHER
