rank,track_name,artist_names,streams,URL,,,,UA,RU,OTHER
1,showdown,shadowraze,507449,https://open.spotify.com/track/48fzAdCxamFYCHNXXLk6zn,,,,0,RU,0
2,astral step,shadowraze,188978,https://open.spotify.com/track/47iHvzU9Po0e6raFlgLBOF,,,,0,RU,0
3,adaptive strike,shadowraze,139020,https://open.spotify.com/track/5jXocrsUwpKwWyI5BZLKFA,,,,0,RU,0
4,Stefania (Kalush Orchestra),KALUSH,117046,https://open.spotify.com/track/0unPBMjVwn0HpWget3DBze,,,,UA,0,0
5,shadowfiend,shadowraze,102115,https://open.spotify.com/track/0xEET0hVtwAEI5iVMWmD5C,,,,0,RU,0
6,Лёд,WENARO,97398,https://open.spotify.com/track/7D8k995g6jdie4NF1E7Tpu,,,,0,RU,0
7,juggernaut (Prod. by PLVSTIC),shadowraze,95773,https://open.spotify.com/track/57V0VhEg1CAkPXeaCLikNW,,,,0,RU,0
8,Фотографирую закат,fem.love,91712,https://open.spotify.com/track/1ghdJUMhmLEpUitNwyNMWH,,,,0,RU,0
9,psiblades,shadowraze,85538,https://open.spotify.com/track/3auzaPW4fXa8oI4KbTalAU,,,,0,RU,0
10,Putin,Cypis,81159,https://open.spotify.com/track/3lCZxajTCSYR5OnHPEfa2v,,,,0,0,OTHER
11,1000-7,shadowraze,80835,https://open.spotify.com/track/2IMrzJTRHGndoUbM39QIJ7,,,,0,RU,0
12,плачь,rizza,77031,https://open.spotify.com/track/3yCKABoZU3FVFuyVBc5VlM,,,,0,RU,0
13,Aomine Daiki,quiizzzmeow,76722,https://open.spotify.com/track/5X1FYw7MXEgnPmQAYwAa0q,,,,0,RU,0
14,ТОЛПЫ КРИЧАТ,uniqe,70652,https://open.spotify.com/track/3mcw4dkjfzj5B4Ago9NSmN,,,,0,RU,0
15,Yeyo!,Шайни,66804,https://open.spotify.com/track/4jvw60Iw8LpSRJwy1sOmoB,,,,0,RU,0
16,Cumback,Nekoglai,63682,https://open.spotify.com/track/0miDZPhTC5rLUc514v6Pck,,,,0,RU,0
17,ЖМУРКИ,163ONMYNECK,60216,https://open.spotify.com/track/6fiQEMbqzE6CMrcHeukmGc,,,,0,RU,0
18,МАЛИНОВАЯ ЛАДА,GAYAZOV$ BROTHER$,59556,https://open.spotify.com/track/77B4S4jkrAkL3Ng5hEHoUU,,,,0,RU,0
19,99 Problems,Big Baby Tape,59118,https://open.spotify.com/track/0r9fpWPI6z3V3YZXIiVaNC,,,,0,RU,0
20,первое свидание,алёна швец.,58028,https://open.spotify.com/track/4tPB6H0QcK4bDib8iauE28,,,,0,RU,0
21,Close Eyes,DVRST,55271,https://open.spotify.com/track/3CLSHJv5aUROAN2vfOyCOh,,,,0,RU,0
22,Bandana,Big Baby Tape,54838,https://open.spotify.com/track/16AzcbKli3UQsxj491hJLQ,,,,0,RU,0
23,Не твоя війна,Okean Elzy,54605,https://open.spotify.com/track/0H2ZDRzULQ8tIUvxUuTlqF,,,,UA,0,0
24,Million,Big Baby Tape,54596,https://open.spotify.com/track/4umjgYILQbHyV41ZmaemQm,,,,0,RU,0
25,ЛАБИРИНТ,FACE,54524,https://open.spotify.com/track/7biChppM3c8q7qcVl7ceb2,,,,0,RU,0
26,баночка с окурками,КОСМОНАВТОВ НЕТ,52293,https://open.spotify.com/track/7j6eSKC2Hv3lcElPyR1bP3,,,,0,RU,0
27,ВЫКЛЮЧАТЕЛЬ,163ONMYNECK,47018,https://open.spotify.com/track/3oIvvpkmjxdzd7NYNg5fxm,,,,0,RU,0
28,Кожура,ZAPOMNI,46091,https://open.spotify.com/track/1OeGvzNcGC2s6F41lmCdjA,,,,0,RU,0
29,кладбище,вышел покурить,46005,https://open.spotify.com/track/1xASDcZcb869OkSu86Wbw8,,,,0,RU,0
30,Первый раз - remix nevroz,JojoHF,45927,https://open.spotify.com/track/1zE2dRkxtOLEOubAmqcHX3,,,,0,RU,0
31,Лифон,uniqe,44581,https://open.spotify.com/track/1vLBDj2hhzAVskV5OUQ5d2,,,,0,RU,0
32,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,44194,https://open.spotify.com/track/1HhNoOuqm1a5MXYEgAFl8o,,,,0,0,OTHER
33,За цвет голубых очей (Remix),Adecvat_production,43624,https://open.spotify.com/track/1pA2xy2nV5JjIjJxe5mhZE,,,,0,RU,0
34,ВЛЮБИЛАСЬ,Big Baby Tape,42977,https://open.spotify.com/track/3bbkkPpf8AdRU6DurnvoC4,,,,0,RU,0
35,Рассвет,КАКАЯ РАЗНИЦА,42445,https://open.spotify.com/track/0VGLb6IeeG5ZqonN5EavDu,,,,0,RU,0
36,untitled,semmmyq,42439,https://open.spotify.com/track/0z58HQdBeOGPCveLYfX6lO,,,,0,RU,0
37,1000-7,fem.love,40271,https://open.spotify.com/track/2L2iWhBsyosVcxx36iurfa,,,,0,RU,0
38,Тримай,Khrystyna Soloviy,39949,https://open.spotify.com/track/4LKfJMumpW7HyBT05uXYUx,,,,UA,0,0
39,Барбисайз,Дора,39542,https://open.spotify.com/track/1AMf9lmFOmLmb0e57QB78e,,,,0,RU,0
40,Танцы,ssshhhiiittt!,39258,https://open.spotify.com/track/5hY09NvKjD3gBQS3qhriXD,,,,0,RU,0
41,After Dark,Mr.Kitty,39255,https://open.spotify.com/track/0zCgWGmDF0aih5qexATyBn,,,,0,0,OTHER
42,Домино,FACE,38891,https://open.spotify.com/track/6GyZQ9o0dBU9V0NIjGPz2r,,,,0,RU,0
43,Обійми,Okean Elzy,38866,https://open.spotify.com/track/5561HkcMU0A4i3D6Tlsxhe,,,,UA,0,0
44,TRAXXXMANIA,GONE.Fludd,38382,https://open.spotify.com/track/2rowi7dF3AqhugMtAnvQmP,,,,0,RU,0
45,Another Love,Tom Odell,37607,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ,,,,0,0,OTHER
46,Phonky Town,PlayaPhonk,37511,https://open.spotify.com/track/5mnpMkzp3Z2RCCbwIEZCbv,,,,0,0,OTHER
47,Я пиздатый,LIL MORTY,37288,https://open.spotify.com/track/1MiUVjoHt4jiskDrt2ZHrq,,,,0,RU,0
48,Override,KSLV Noh,36301,https://open.spotify.com/track/0KYvs7DKC7Cl5IHmwpP13f,,,,0,0,OTHER
