rank,track_name,artist_names,streams,URL,,,,UA,RU,OTHER
1,astral step,shadowraze,163729,https://open.spotify.com/track/47iHvzU9Po0e6raFlgLBOF,,,,0,RU,0
2,Stefania (Kalush Orchestra),KALUSH,118570,https://open.spotify.com/track/0unPBMjVwn0HpWget3DBze,,,,UA,0,0
3,adaptive strike,shadowraze,118421,https://open.spotify.com/track/5jXocrsUwpKwWyI5BZLKFA,,,,0,RU,0
4,Лёд,WENARO,88935,https://open.spotify.com/track/7D8k995g6jdie4NF1E7Tpu,,,,0,RU,0
5,Фотографирую закат,fem.love,87280,https://open.spotify.com/track/1ghdJUMhmLEpUitNwyNMWH,,,,0,RU,0
6,shadowfiend,shadowraze,79232,https://open.spotify.com/track/0xEET0hVtwAEI5iVMWmD5C,,,,0,RU,0
7,juggernaut (Prod. by PLVSTIC),shadowraze,74687,https://open.spotify.com/track/57V0VhEg1CAkPXeaCLikNW,,,,0,RU,0
8,плачь,rizza,69047,https://open.spotify.com/track/3yCKABoZU3FVFuyVBc5VlM,,,,0,RU,0
9,psiblades,shadowraze,68059,https://open.spotify.com/track/3auzaPW4fXa8oI4KbTalAU,,,,0,RU,0
10,Не твоя війна,Okean Elzy,67649,https://open.spotify.com/track/0H2ZDRzULQ8tIUvxUuTlqF,,,,UA,0,0
11,Aomine Daiki,quiizzzmeow,67503,https://open.spotify.com/track/5X1FYw7MXEgnPmQAYwAa0q,,,,0,RU,0
12,ТОЛПЫ КРИЧАТ,uniqe,64536,https://open.spotify.com/track/3mcw4dkjfzj5B4Ago9NSmN,,,,0,RU,0
13,1000-7,shadowraze,62796,https://open.spotify.com/track/2IMrzJTRHGndoUbM39QIJ7,,,,0,RU,0
14,Yeyo!,Шайни,57735,https://open.spotify.com/track/4jvw60Iw8LpSRJwy1sOmoB,,,,0,RU,0
15,МАЛИНОВАЯ ЛАДА,GAYAZOV$ BROTHER$,57517,https://open.spotify.com/track/77B4S4jkrAkL3Ng5hEHoUU,,,,0,RU,0
16,первое свидание,алёна швец.,53325,https://open.spotify.com/track/4tPB6H0QcK4bDib8iauE28,,,,0,RU,0
17,99 Problems,Big Baby Tape,52557,https://open.spotify.com/track/0r9fpWPI6z3V3YZXIiVaNC,,,,0,RU,0
18,баночка с окурками,КОСМОНАВТОВ НЕТ,49530,https://open.spotify.com/track/7j6eSKC2Hv3lcElPyR1bP3,,,,0,RU,0
19,Million,Big Baby Tape,48540,https://open.spotify.com/track/4umjgYILQbHyV41ZmaemQm,,,,0,RU,0
20,Bandana,Big Baby Tape,48264,https://open.spotify.com/track/16AzcbKli3UQsxj491hJLQ,,,,0,RU,0
21,Close Eyes,DVRST,47274,https://open.spotify.com/track/3CLSHJv5aUROAN2vfOyCOh,,,,0,RU,0
22,ЖМУРКИ,163ONMYNECK,44365,https://open.spotify.com/track/6fiQEMbqzE6CMrcHeukmGc,,,,0,RU,0
23,ЛАБИРИНТ,FACE,43509,https://open.spotify.com/track/7biChppM3c8q7qcVl7ceb2,,,,0,RU,0
24,Кожура,ZAPOMNI,42992,https://open.spotify.com/track/1OeGvzNcGC2s6F41lmCdjA,,,,0,RU,0
25,Лифон,uniqe,42444,https://open.spotify.com/track/1vLBDj2hhzAVskV5OUQ5d2,,,,0,RU,0
26,Обійми,Okean Elzy,42122,https://open.spotify.com/track/5561HkcMU0A4i3D6Tlsxhe,,,,UA,0,0
27,Без бою,Okean Elzy,41779,https://open.spotify.com/track/0Y5i43d7YtHWyYulOojDXP,,,,UA,0,0
28,Первый раз - remix nevroz,JojoHF,41293,https://open.spotify.com/track/1zE2dRkxtOLEOubAmqcHX3,,,,0,RU,0
29,ВЫКЛЮЧАТЕЛЬ,163ONMYNECK,41100,https://open.spotify.com/track/3oIvvpkmjxdzd7NYNg5fxm,,,,0,RU,0
30,22,YARMAK,39869,https://open.spotify.com/track/7651rU1gh2zSe0wP82ciHp,,,,UA,0,0
31,Рассвет,КАКАЯ РАЗНИЦА,39812,https://open.spotify.com/track/0VGLb6IeeG5ZqonN5EavDu,,,,0,RU,0
32,untitled,semmmyq,39522,https://open.spotify.com/track/0z58HQdBeOGPCveLYfX6lO,,,,0,RU,0
33,1000-7,fem.love,38723,https://open.spotify.com/track/2L2iWhBsyosVcxx36iurfa,,,,0,RU,0
34,Барбисайз,Дора,37976,https://open.spotify.com/track/1AMf9lmFOmLmb0e57QB78e,,,,0,RU,0
35,ВЛЮБИЛАСЬ,Big Baby Tape,37700,https://open.spotify.com/track/3bbkkPpf8AdRU6DurnvoC4,,,,0,RU,0
36,кладбище,вышел покурить,37242,https://open.spotify.com/track/1xASDcZcb869OkSu86Wbw8,,,,0,RU,0
37,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,36410,https://open.spotify.com/track/1HhNoOuqm1a5MXYEgAFl8o,,,,0,0,OTHER
38,Тримай,Khrystyna Soloviy,36399,https://open.spotify.com/track/4LKfJMumpW7HyBT05uXYUx,,,,UA,0,0
39,Revenge,XXXTENTACION,35684,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW,,,,0,0,OTHER
40,TRAXXXMANIA,GONE.Fludd,33600,https://open.spotify.com/track/2rowi7dF3AqhugMtAnvQmP,,,,0,RU,0
41,МЯТОЙ - remix 2010,КОСМОНАВТОВ НЕТ,33600,https://open.spotify.com/track/0ZGHCIFlJWqwB4TpG8LFbe,,,,0,RU,0
42,Звезда упала,Sqwore,33287,https://open.spotify.com/track/2398GSLbctyjLClJrqskt2,,,,0,RU,0
43,Танцы,ssshhhiiittt!,33208,https://open.spotify.com/track/5hY09NvKjD3gBQS3qhriXD,,,,0,RU,0
44,Дорадура,Дора,32978,https://open.spotify.com/track/4mTPviBGRgjPxeaQFnBDW3,,,,0,RU,0
45,Домино,FACE,32858,https://open.spotify.com/track/6GyZQ9o0dBU9V0NIjGPz2r,,,,0,RU,0
46,Зелёный глаз,Минин,32757,https://open.spotify.com/track/4ZOjdqmXLuwHDQUn9WWoFR,,,,0,RU,0
47,макинтош бизнес онли,BUSHIDO ZHO,32744,https://open.spotify.com/track/70IFNhUiuZohVFIQLFmgDY,,,,0,RU,0
