rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,UA,RU,OTHER
1,spotify:track:61BaxM1NIcadLu3gtWm2uT,"SadSvit, СТРУКТУРА ЩАСТЯ",Силуети,Svit music,1,-1,1,206686,UA,0,0
2,spotify:track:3nqQXoyQOWXiESFLlDF1hG,"Sam Smith, Kim Petras",Unholy (feat. Kim Petras),EMI,1,3,6,146779,0,0,OTHER
3,spotify:track:4Yzlz45QgjUKZmN2KrK4AP,Skofka,Чути гімн,Columbia Local,1,5,14,135002,UA,0,0
4,spotify:track:561jH07mF1jHuk7KlaeF0s,Eminem,Mockingbird,Aftermath,2,2,3,128516,0,0,OTHER
5,spotify:track:059YaYSppRHOPojr4Rejdn,MORGENSHTERN,SHEIKH,Bugatti Music,1,1,2,114567,0,RU,0
6,spotify:track:6qyS9qBy0mEk3qYaH8mPss,Kordhell,Murder In My Mind,Kordhell,3,9,29,114266,0,0,OTHER
7,spotify:track:3XOcTnIA8aGpil8h76eH7N,zxcursed,mana break,A+,6,17,3,108228,0,RU,0
8,spotify:track:5dSOtyf70O6fG1xm4xFeTD,"KALUSH, Kalush Orchestra, The Rasmus",In The Shadows Of Ukraine (feat. The Rasmus),Columbia Local,8,8,2,103027,UA,0,0
9,spotify:track:4oHEJ5KPf9hW1pDyQYIRIw,"Aarne, BUSHIDO ZHO, ANIKV",Тесно,AA Team,1,12,13,101748,0,RU,0
10,spotify:track:2uNrriUaePhbbmsXT8HQJU,INSTASAMKA,POPSTAR,NaMneCash Music,1,10,7,101549,0,RU,0
11,spotify:track:21LIoC4ZxT3F8xq9gidNbX,xxxmanera,Never Broke Again,steezy,1,13,20,93116,0,RU,0
12,spotify:track:54ipXppHLA8U4yqpOFTUhr,Imagine Dragons,Bones,Kid Ina Korner / Interscope,8,16,25,89939,0,0,OTHER
13,spotify:track:7kKTYTHULdERuHGCkVyLVD,"KALUSH, Skofka",Додому (feat. Skofka),Columbia Local,2,22,71,85583,UA,0,0
14,spotify:track:7bvl0wSkJ7AzfbXwRGJDSy,"LIL KRYSTALLL, Лоя (5sta Family)",Я БУДУ,LIL KRYSTALLL,6,6,2,85064,0,RU,0
15,spotify:track:1imDwppkVEsjqrAFQiyqen,MORGENSHTERN,TEASER,Bugatti Music,4,4,2,84116,0,RU,0
16,spotify:track:2ksyzVfU0WJoBpu8otr4pz,INTERWORLD,METAMORPHOSIS,INTERWORLD,12,25,16,80430,0,0,OTHER
17,spotify:track:6JrGELYUIbZvBV74j4Q5LN,ENLEO,інша любов,SADNESS RCRDS,6,26,16,79974,UA,0,0
18,spotify:track:6HMk2bFT4VkIWwIAmDCqHj,"Poshlaya Molly, HOFMANNITA",#HABIBATI,DROPBLED,8,14,4,78379,0,RU,0
19,spotify:track:5v5qD89PqSUZ6KmA6yRsDx,MiyaGi & Endspiel,Временно,Hajime Records,19,-1,1,78015,0,RU,0
20,spotify:track:5Sk39LuvdwuvL84jD01Dum,"MUPP, Sadfriendd",vendetta!,Sadfriendd x MUPP,3,24,23,77476,0,RU,0
21,spotify:track:3EkGH0yreaWUFAXBil8rmH,"KALUSH, Skofka",Файна (feat. Skofka),Columbia Local,13,32,35,77133,UA,0,0
22,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,Columbia,16,28,109,76854,0,0,OTHER
23,spotify:track:3pzr7iKQpV9QjLGcLcd2ic,"uglystephan, Scally Milano",Заберу,Mansion Music,1,31,14,74363,0,RU,0
24,spotify:track:077yUjKZ53I5GK8C7aS5by,MiyaGi & Endspiel,Silhouette,Hajime Records,24,-1,1,72270,0,RU,0
25,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,Another Love,ITNO/Columbia,14,30,59,72235,0,0,OTHER
26,spotify:track:3MqaB8TndvgRZ1QSQXH7J7,SHUMEI,Біля тополі,Art Sound Media,24,42,18,71799,UA,0,0
27,spotify:track:01kfSdF9zfcDLri5sSWEoL,Dxrk ???,RAVE,Dxrk,5,34,31,70227,0,0,OTHER
28,spotify:track:3gVhsZtseYtY1fMuyYq06F,Rammstein,Sonne,Vertigo Berlin,28,40,8,68188,0,0,OTHER
29,spotify:track:6hoU9YjR1Roq2Zez5qTPWU,MiyaGi & Endspiel,Saloon,Hajime Records,29,-1,1,68015,0,RU,0
30,spotify:track:5FkJHVudUByVjanCqFXRql,Mr.Kitty,After Dark,Juggernaut Music Group,12,44,106,67966,0,0,OTHER
31,spotify:track:4MQmxIxM5CXKjdq4IrCWhd,SadSvit,Касета,Independent,22,49,29,67717,UA,0,0
32,spotify:track:6BfnNid8w0UyZqzR2mx1HB,"Молодой Платон, Poshlaya Molly, Yanix","DON'T PLAY, BAE",Zion Music,21,45,7,65538,0,RU,0
