rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,UA,RU,OTHER
113,spotify:track:6bCLkzoE3agC7Ws9NxVxIn,KRBK,Крепче,KRBK,50,50,8,41121,UA,0,0
114,spotify:track:0dlP9SnqQa5k1A9mReybFb,Kim Petras,Treat Me Like A Slut,Republic Records,114,129,2,40950,0,0,OTHER
115,spotify:track:5ZNmRNEc0i3o8sP9NKqsvQ,jockii druce,боі стули пельку,3761125 Records DK,2,114,28,40850,UA,0,0
116,spotify:track:6AQbmUe0Qwf5PZnt4HmTXv,"PinkPantheress, Ice Spice",Boy's a liar Pt. 2,Warner Records,116,-1,1,40652,0,0,OTHER
117,spotify:track:5grohwSCKaYj35Ea8LjpUT,Motor'Rolla,Восьмий колір,Bog Da Nova Muzyka,71,124,48,40619,UA,0,0
118,spotify:track:6KvQKU21c1ZGEoOajKfim0,Skofka,Не забудем і не пробачим,Columbia Local,32,109,34,40481,UA,0,0
119,spotify:track:3pube0HS3OSWDVIpQfU0Q0,100лиця,Троянди,Naprocente music,58,58,4,40324,UA,0,0
120,spotify:track:6Ox1rvlwEpB49drasQm6RF,Lil Peep,Star Shopping,Lil Peep,53,120,134,40188,0,0,OTHER
121,spotify:track:3NjAwkM75GH3cvfV9zRtv8,BUSHIDO ZHO,vodila,cplus,1,172,33,40124,0,RU,0
122,spotify:track:12L3PRi1KaDiCPhFngI6Al,Odyn v Kanoe,Човен,Один в каное,81,141,42,40048,UA,0,0
123,spotify:track:62ZAFyVwbc9f2M8qCW1qJr,Kordhell,MURDER PLOT,Kordhell,92,122,6,40029,0,0,OTHER
124,spotify:track:6nqdgUTiWt4JbABDurkxMI,Hensonn,Sahara,Hensonn,47,126,65,40017,UA,0,0
125,spotify:track:2c1LybaNhIwsNVNrr4wjLG,Папин Олимпос,Официантка,"Streaming Club, under exclusive license to Rhymes Music Inc.",90,106,7,39797,0,RU,0
126,spotify:track:67FofomixTvg50qMzivHOq,"Artem Pivovarov, NK",Там у тополі,BEST MUSIC,95,95,13,39630,UA,0,0
127,spotify:track:5FX30idriKlEIRYTxpNf65,KUTE,AVOID ME,KUTE,61,130,40,39476,0,0,OTHER
128,spotify:track:5YKrl96QnEDPQNYKTCfokP,KOLA,Тебе - собі,KOLA,128,-1,1,39281,UA,0,0
129,spotify:track:2PqtiIAHQhZfOH5GTAonYt,MamaRika,Kava,MamaRika,77,80,42,39185,UA,0,0
130,spotify:track:7vsAZNP2BZiHK8RHyTh7lC,"Килджо, shadowraze",Chronosphere,Союз Мьюзик,28,146,12,39169,0,RU,0
131,spotify:track:5ZzJLKhtA6u1Y2DlnvckKl,DOVI,Спокійно,DOVI,131,-1,1,38819,UA,0,0
132,spotify:track:51K6oQ8WNneTfUaaQnzQdq,СЕРЕГА ПИРАТ,Почему ты еще не фанат?,"Streaming Club, under exclusive license to Rhymes Music Inc.",102,127,33,38340,0,RU,0
133,spotify:track:5RBOcBpJXaNnHCGViJmYhh,Mareux,The Perfect Girl,Revolution Records,79,161,18,38315,0,0,OTHER
134,spotify:track:5TK74MJYRmwU5NIAjGRvRq,"Scally Milano, uglystephan",Я хочу тебя трахать,AMC MUSIC,27,144,46,38279,0,RU,0
135,spotify:track:7EkWXAI1wn8Ii883ecd9xr,Surf Curse,Freaks,Surf Curse,45,139,95,38036,0,0,OTHER
136,spotify:track:64Qnw6jO2dnkjV9una5peq,"100лиця, SKYLERR",Вечорниці - Добрий день Everybody,Moon Vinyl s.r.o.,19,147,31,37988,UA,0,0
137,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,Eminem,Without Me,Aftermath,94,140,37,37922,0,0,OTHER
138,spotify:track:7giM1afPSppWJMFLtXriGC,"Big Baby Tape, kizaru",Bandana,KISS KOALA,1,82,66,37819,0,RU,0
139,spotify:track:1n7AVWNbLx5OUhItzDTj4A,Jerry Heil,#ПОШТА,Secret Service Digital & Publishing LTD,34,93,46,37611,UA,0,0
140,spotify:track:0SzgZTPTdQyBzDKvrq8VlR,ENLEO,веди мене в храм,SADNESS RCRDS,72,86,12,37610,UA,0,0
141,spotify:track:0FA4wrjDJvJTTU8AepZTup,"Lil Uzi Vert, sped up nightcore, ARIZONATEARS",Watch This - ARIZONATEARS Pluggnb Remix,sped up nightcore,141,-1,1,37133,0,0,OTHER
142,spotify:track:6tXFD3NkrngI9JHjDdjAjZ,KRBK,Художник,Most Label,109,168,13,37008,UA,0,0
143,spotify:track:1GT4VFRNFDAwmbhztzKgMT,Zhadan i Sobaky,Автозак,Жадан і Собаки,96,138,20,36874,UA,0,0
144,spotify:track:0fLampmh4qsOLGitXM171a,PLOHOYPAREN,Таблетка,И.С.Б,26,113,55,36798,0,RU,0
145,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,71,159,6,36773,0,0,OTHER
146,spotify:track:3yCKABoZU3FVFuyVBc5VlM,"rizza, Sqwore",плачь,Adam Music,6,128,69,36766,0,RU,0
147,spotify:track:0JqA8n5VF8GzM36YPyeKPE,Boombox,Люди,"\""melomania\"" Llc",76,162,45,36738,UA,0,0
148,spotify:track:5qKLAXmy19fE0Z9vRbLFhz,"Sasha Chemerov, Boombox",Любила,Sasha Chemerov,41,131,47,36694,UA,0,0
149,spotify:track:489WGIBYPf4nallnJOHpK6,"Chico, Qatoshi",Ластівки,Naprocente music,7,165,35,36572,UA,0,0
150,spotify:track:3oZObqxgEjNuCiFfE11szK,SOSKA 69,Басы долбят,KISS KOALA,6,132,16,36564,0,RU,0
151,spotify:track:5JkALM9RiMKLvQNWqUiMBP,kizaru,Дежавю,KISS KOALA,1,163,133,36331,0,RU,0
152,spotify:track:5jI7JAn4KnCYwDaqwumdzP,GLXCKMANE,COWBELL GOTH,2514227 Records DK,152,-1,1,36323,0,0,OTHER
153,spotify:track:09NXCjWIBMQDQLOv6AMyDN,MBreeze,Окупанту,A-post,60,60,19,36221,UA,0,0
154,spotify:track:3JtqmQTqsJBt6bd6iVtlaI,Epolets,Зраджуй,Epolets,25,155,35,36202,UA,0,0
155,spotify:track:1xb3OahXfoUfS78ztrPI4b,"Tery, Libenson",Не можу так,Black Beats,155,-1,1,35971,UA,0,0
156,spotify:track:19CkdonOQ9GzR4LNyom85w,Skofka,Крузак,Skofka,98,151,38,35895,UA,0,0
157,spotify:track:4stWOQpaEynPUlVAb4Jtw9,СЕРЕГА ПИРАТ,Тп на аме,"Streaming Club, under exclusive license to Rhymes Music Inc.",62,135,29,35796,0,RU,0
158,spotify:track:5dSOtyf70O6fG1xm4xFeTD,"KALUSH, Kalush Orchestra, The Rasmus",In The Shadows Of Ukraine (feat. The Rasmus),Columbia Local,8,134,17,35756,UA,0,0
159,spotify:track:3vOLsA9Y9R39xKoCSXLlcP,WHITE GALLOWS,Город,Союз Мьюзик,73,171,5,35560,0,RU,0
160,spotify:track:1nJOtOQJqzHaxh8kzuudxR,SXCREDMANE,Attack of the Killer Beast (Phonk),SXCREDMANE,160,-1,1,35550,0,0,OTHER
161,spotify:track:56wSomSllGESHGhcfHrvEw,"Okean Elzy, Odyn v Kanoe",Місто весни,"ТОВ ""Суперсиметрія""",41,156,54,35397,UA,0,0
162,spotify:track:04c3lDFrcmBuZ3r8m1t3yA,СЕРЕГА ПИРАТ,Маша,"Streaming Club, under exclusive license to Rhymes Music Inc.",162,189,4,35332,0,RU,0
163,spotify:track:3gtOXzaB4v6CFeQcIIS6JP,Artem Pivovarov,Ой на горі,BEST MUSIC,65,167,31,35252,UA,0,0
164,spotify:track:49uZPm1sSQPcJmN1TnbXij,KRBK,24,KRBK,96,166,37,35220,UA,0,0
165,spotify:track:3F8ydJz1se1vIxZTRcRjIJ,"SHADXWBXRN, ARCHEZ, KXNVRA",PRINCE OF DARKNESS,SHADXWBXRN x ARCHEZ x KXNVRA,85,176,48,35068,0,RU,0
166,spotify:track:7DbdUf8aHSYoliSjO6LZv6,Beach Weather,"Sex, Drugs, Etc.",8123 / Arista Records,73,150,30,34968,0,0,OTHER
167,spotify:track:6NePBUCeIGqfnIQag5crC0,Jerry Heil,КОЗАЦЬКОМУ_РОДУ,Jerry Heil,85,157,12,34872,UA,0,0
168,spotify:track:6b37xrsNCWYIUphFBazqD6,Manu Chao,Me Gustas Tu,Radio Bemba,22,-1,8,34774,0,0,OTHER
169,spotify:track:1xK59OXxi2TAAAbmZK0kBL,d4vd,Romantic Homicide,Darkroom/Interscope Records,132,153,20,34649,0,0,OTHER
170,spotify:track:0cCXLN9eUn6dmAgDPpZaJV,jockii druce,шо ви браття,3761125 Records DK,11,149,49,34634,UA,0,0
171,spotify:track:6yeVk9XbjCQOAGg6t0k7j7,"Clonnex, Semmyx",Pitbull,Clonnex & Semmyx,13,148,9,34561,UA,0,0
172,spotify:track:7GFeKobpFEF8PmecVHgJ3X,LAUD,2 дні,ENJOY! Records,55,175,48,34473,UA,0,0
173,spotify:track:0mMhLFrpgvnMRbKaBJpuJk,Scally Milano,Двигай Жопой,Scally Milano,77,-1,2,34468,0,RU,0
174,spotify:track:6jdwbcH788txYS6Doy1F1j,"1nonly, SXMPRA",Step Back!,NSF Productions LLC,153,158,11,34409,0,0,OTHER
175,spotify:track:5h1GPYuiHnhE8rO7vUWmkx,BUSHIDO ZHO,HALLOWEEN,CPLUS,50,192,7,34367,0,RU,0
176,spotify:track:2K7xn816oNHJZ0aVqdQsha,The Neighbourhood,Softcore,Columbia,52,154,58,34315,0,0,OTHER
177,spotify:track:1o20F7eHT9ogZ6Fatijax9,uglystephan,Рехаб,Mansion Music,172,173,4,34184,0,RU,0
178,spotify:track:50Wrd6C3JeMMRgy3mJEN0d,Кишлак,Эй,KISS KOALA,137,170,8,34179,0,RU,0
179,spotify:track:5Iuwed4U0EhaQTKDTmCTWI,zxcursed,never enough,zxcursed,4,179,49,34149,0,RU,0
180,spotify:track:7bvl0wSkJ7AzfbXwRGJDSy,"LIL KRYSTALLL, Лоя (5sta Family)",Я БУДУ,LIL KRYSTALLL,6,-1,14,34133,0,RU,0
181,spotify:track:6L5BAC3QgfhmSOBAN8WoXv,KOLA,Чи разом?,KOLA,13,152,37,34068,UA,0,0
182,spotify:track:73vIOb4Q7YN6HeJTbscRx5,"Oliver Tree, Robin Schulz",Miss You,Atlantic Records,50,186,20,34001,0,0,OTHER
183,spotify:track:3KQsHo09K8NYf2CX7a8QLp,FIЇNKA,Довбуш,Kinglomerate,45,143,8,33996,UA,0,0
184,spotify:track:7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Starboy,Universal Republic Records,97,198,5,33974,0,0,OTHER
185,spotify:track:2GlV9w8oHSQdiPPk9lxqlp,Lemon Demon,Fine,Lemon Demon,185,-1,1,33648,0,0,OTHER
186,spotify:track:56jFeULddnrAOxtlLmTCFC,"Анна Трінчер, POSITIFF",Який ти козак,FoxLab,78,136,9,33597,UA,0,0
187,spotify:track:4xj8VPWhWoMsPsC77vkTLt,Skryabin,Спи собі сама,Helping Hand,160,160,2,33589,UA,0,0
188,spotify:track:2pEpCUSHDAzVFqLEXRFOJg,"Golubenko, YAKTAK",Холодна весна,Golubenko,188,-1,1,33541,UA,0,0
189,spotify:track:44Xyja7xYPlVC6v2CeweSi,"M?neskin, Tom Morello",GOSSIP (feat. Tom Morello),Epic,50,112,5,33513,0,0,OTHER
