rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,UA,RU,OTHER
36,spotify:track:5oDzu4mpi13XnbBteabhYF,V $ X V PRiNCE,Суета,Vernый,23,23,3,48202,0,RU,0
37,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,32,36,11,47068,0,0,OTHER
38,spotify:track:0r9fpWPI6z3V3YZXIiVaNC,"Big Baby Tape, kizaru",99 Problems,Sony Music Entertainment,1,48,34,46936,0,RU,0
39,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,Columbia,39,41,89,46138,0,0,OTHER
40,spotify:track:5TK74MJYRmwU5NIAjGRvRq,"Scally Milano, uglystephan",Я хочу тебя трахать,AMC MUSIC,27,43,11,45973,0,RU,0
41,spotify:track:7E8brh6jjHSx44rF62jQKR,Violetta Sokolova,Четыре тридцать,Sokolova 88Q88,14,27,5,45712,0,RU,0
42,spotify:track:5jXocrsUwpKwWyI5BZLKFA,"shadowraze, LXNER, quiizzzmeow",adaptive strike,SAVAGE$TATION,2,33,18,45447,0,RU,0
43,spotify:track:0O3TZYgwaRadNprRONZ7iX,PROBASS ∆ HARDI,Доброго вечора - Where Are You From,Comp Music,20,37,16,45389,UA,0,0
44,spotify:track:1qC93FzhcsGUFG2ZvcQzrT,Valentin Strykalo,Так гріє,Валентин Стрыкало,34,47,13,44522,UA,0,0
45,spotify:track:1n7AVWNbLx5OUhItzDTj4A,Jerry Heil,#ПОШТА,Secret Service Digital & Publishing LTD,34,34,15,44404,UA,0,0
46,spotify:track:1qDqswcqJ7QxtbVlDv5P6W,"Taras Chubay, Плач Єремії",Вона,Comp Music Ltd,44,44,13,44114,UA,0,0
47,spotify:track:0cCXLN9eUn6dmAgDPpZaJV,jockii druce,шо ви браття,3761125 Records DK,11,40,14,43549,UA,0,0
48,spotify:track:4umjgYILQbHyV41ZmaemQm,"Big Baby Tape, kizaru",Million,Sony Music Entertainment,2,66,34,43515,0,RU,0
49,spotify:track:16AzcbKli3UQsxj491hJLQ,"Big Baby Tape, kizaru",Bandana,Sony Music Entertainment,1,62,34,42864,0,RU,0
50,spotify:track:3sYyBDC4zPM3UZsgUfPhbb,"Jerry Heil, Verka Serduchka",#МОСКАЛЬ_НЕКРАСІВИЙ,Universal Music Polska Sp. z o.o.,41,45,6,42298,UA,0,0
51,spotify:track:56wSomSllGESHGhcfHrvEw,"Okean Elzy, Odyn v Kanoe",Місто весни,"ТОВ ""Суперсиметрія""",41,49,20,42152,UA,0,0
52,spotify:track:42p94sdDTSKGCoLUssuJme,СТРУКТУРА ЩАСТЯ,Сидативи,Plan,52,-1,1,41455,UA,0,0
53,spotify:track:0xEET0hVtwAEI5iVMWmD5C,shadowraze,shadowfiend,Gamma Music,5,50,41,39572,0,RU,0
54,spotify:track:7g9brrz6mR8dm1kwYFwnRx,"YARMAK, ALISA",ДИКЕ ПОЛЕ,Yarmak music,54,75,3,39506,UA,0,0
55,spotify:track:7GFeKobpFEF8PmecVHgJ3X,LAUD,2 дні,ENJOY! Records,55,80,13,38925,UA,0,0
56,spotify:track:1HhNoOuqm1a5MXYEgAFl8o,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,Kid Ina Korner / Interscope,6,52,33,38900,0,0,OTHER
57,spotify:track:0H2ZDRzULQ8tIUvxUuTlqF,Okean Elzy,Не твоя війна,"ТОВ ""Суперсиметрія""",10,54,16,38305,UA,0,0
58,spotify:track:4GC6tlXcAsyp4pNrlyo1pb,Odyn v Kanoe,У мене немає дому,Kanoemusic,37,56,14,37970,UA,0,0
59,spotify:track:5hY09NvKjD3gBQS3qhriXD,ssshhhiiittt!,Танцы,ssshhhiiittt!,40,57,99,37519,0,RU,0
60,spotify:track:2WoksKIDPQ8o90cqDbgE7L,Patsyki Z Franeka,Марічка,FFK REKORDZ,60,77,5,37460,UA,0,0
61,spotify:track:57V0VhEg1CAkPXeaCLikNW,shadowraze,juggernaut (Prod. by PLVSTIC),Союз Мьюзик,7,51,44,37297,0,RU,0
62,spotify:track:0PGAJ37n4O2AslZosr1YGx,KSLV Noh,Disaster,3066940 Records DK,58,61,26,37262,0,0,OTHER
63,spotify:track:5mnpMkzp3Z2RCCbwIEZCbv,PlayaPhonk,Phonky Town,Arista Records,14,59,58,37204,0,0,OTHER
64,spotify:track:3ICTmbm0RyjP8qQjUYHxB1,"KALUSH, Skofka",Давай начистоту (feat. Skofka),Columbia Local,53,64,15,37141,UA,0,0
65,spotify:track:7ef4DlsgrMEH11cDZd32M6,"Calvin Harris, Dua Lipa",One Kiss (with Dua Lipa),Sony Music UK,42,42,3,36744,0,0,OTHER
66,spotify:track:1GOiMxQXZUzjzH0Sxpck0B,kizaru,Дежавю,Sony Music Entertainment,1,83,101,36639,0,RU,0
67,spotify:track:0KYvs7DKC7Cl5IHmwpP13f,KSLV Noh,Override,3066940 Records DK,48,65,16,36636,0,0,OTHER
68,spotify:track:0wpkj8A7T1CjIul0XQtkqK,SadSvit,Молодість,Independent,56,69,9,36460,UA,0,0
69,spotify:track:7biChppM3c8q7qcVl7ceb2,FACE,ЛАБИРИНТ,Face,8,68,30,36384,0,RU,0
70,spotify:track:6nqdgUTiWt4JbABDurkxMI,Hensonn,Sahara,Hensonn,47,84,30,35977,UA,0,0
71,spotify:track:1qwAvf8LsXY7H1sD5rRXGO,zxcursed,bankai,zxcursed,11,78,11,35482,0,RU,0
72,spotify:track:5PjdY0CKGZdEuoNab3yDmX,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,2,74,49,35362,0,0,OTHER
73,spotify:track:4CK9NEdPWB6rJ8N6BU20pN,ПОЛМАТЕРИ,ярче звёзд,ZVEZDOCHKA,12,72,13,35300,0,RU,0
74,spotify:track:3lCZxajTCSYR5OnHPEfa2v,Cypis,Putin,Cypisolo,5,55,16,35174,0,0,OTHER
75,spotify:track:75C98tVaHUtjYZTIcy9U7U,Xcho,Ты и Я,Glass Cage,44,58,5,34817,0,RU,0
76,spotify:track:4ZOjdqmXLuwHDQUn9WWoFR,Минин,Зелёный глаз,VHQ Distribution,7,53,18,34765,0,RU,0
77,spotify:track:6nl2T8YjOdFFnQ4xBHXfdm,"The Kiffness, Boombox",Oy U Luzi Chervona Kalyna - Army Remix,Kiff Records,10,60,14,34692,UA,0,0
78,spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW,XXXTENTACION,Revenge,Bad Vibes Forever / EMPIRE,39,71,16,34611,0,0,OTHER
79,spotify:track:3auzaPW4fXa8oI4KbTalAU,"shadowraze, babyswishh1",psiblades,Союз Мьюзик,9,76,37,34535,0,RU,0
80,spotify:track:7EkWXAI1wn8Ii883ecd9xr,Surf Curse,Freaks,Surf Curse,45,85,60,34242,0,0,OTHER
81,spotify:track:5X1FYw7MXEgnPmQAYwAa0q,quiizzzmeow,Aomine Daiki,SAVAGE$TATION,1,67,37,34158,0,RU,0
82,spotify:track:10SRMwb9EuVS1K9rYsBfHQ,BTS,Yet To Come,BIGHIT MUSIC,82,-1,1,34073,0,0,OTHER
83,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,35,79,48,33909,0,0,OTHER
84,spotify:track:5X33A2X2OuQXUOKhawWCMm,"Skryptonite, Райда",Baby mama,Musica36,1,73,50,33842,0,RU,0
85,spotify:track:3bKxhUuoRvSRwIdyZfQa3F,"Artem Pivovarov, DOROFEEVA",Думи,MOЗGI Entertainment,63,63,2,33610,UA,0,0
86,spotify:track:3pr2J4VXb5h8WhCu4ljify,The Limba,Секрет,The Limba,18,46,4,33548,0,RU,0
87,spotify:track:6xGruZOHLs39ZbVccQTuPZ,Joji,Glimpse of Us,88rising Music/Warner Records,87,-1,1,33528,0,0,OTHER
88,spotify:track:1OeGvzNcGC2s6F41lmCdjA,remember.,Кожура,VAUVISION,1,89,26,33196,0,RU,0
89,spotify:track:0gucTLf7trAf37Ua1uAyAu,Nirvana,Smells Like Teen Spirit,Geffen,76,92,76,33092,0,0,OTHER
90,spotify:track:3ZKDhr5EaaVQLY82b3dMME,Arsen Mirzoyan,Вінні-Пух,Violet Music,70,70,10,33090,UA,0,0
91,spotify:track:5grohwSCKaYj35Ea8LjpUT,Motor'Rolla,Восьмий колір,Bog Da Nova Muzyka,80,91,13,33078,UA,0,0
92,spotify:track:04gmklgYhNhZxRnAvSofoE,"pyrokinesis, MUKKA",Днями-ночами,Rhymes Music Inc.,31,81,64,33055,0,RU,0
93,spotify:track:41dtNH6BYBeE7j1FWE52uo,ooes,магия,rabstvo,93,-1,2,33005,0,RU,0
94,spotify:track:34lfu3S4fIcKZRNXzbdbo7,Kordhell,Live Another Day,Kordhell,90,90,14,32962,0,0,OTHER
95,spotify:track:0JqA8n5VF8GzM36YPyeKPE,Boombox,Люди,"\""melomania\"" Llc",76,115,13,32946,UA,0,0
96,spotify:track:6ChnGkBwnq2HUJD24YhMhW,"Cheriimoya, Sierra Kidd","Living Life, In The Night",Arista Records,68,87,6,32873,0,0,OTHER
97,spotify:track:2rowi7dF3AqhugMtAnvQmP,GONE.Fludd,TRAXXXMANIA,Sony Music Entertainment,1,98,36,32808,0,RU,0
98,spotify:track:0fQ4uYwlzD6TYVobAoz8Qt,"KALUSH, Jerry Heil",Хвилi (feat. Jerry Heil),Columbia Local,48,88,14,32403,UA,0,0
99,spotify:track:3mcw4dkjfzj5B4Ago9NSmN,"uniqe, nkeeei, ARTEM SHILOVETS",ТОЛПЫ КРИЧАТ,steezy,1,95,38,32331,0,RU,0
100,spotify:track:1xASDcZcb869OkSu86Wbw8,вышел покурить,кладбище,Dying sky,29,82,56,31368,0,RU,0
101,spotify:track:0fLampmh4qsOLGitXM171a,PLOHOYPAREN,Таблетка,И.С.Б,55,112,20,31158,0,RU,0
102,spotify:track:4qYAgZDdKIGf137Nbdw6gR,"KALUSH, Khrystyna Soloviy",Таксі,Columbia Local,37,99,19,30944,UA,0,0
103,spotify:track:6GyZQ9o0dBU9V0NIjGPz2r,FACE,Домино,Face,15,100,25,30774,0,RU,0
104,spotify:track:3bbkkPpf8AdRU6DurnvoC4,"Big Baby Tape, Молодой Платон",ВЛЮБИЛАСЬ,OOO Universal Music,7,105,26,30474,0,RU,0
105,spotify:track:5FX30idriKlEIRYTxpNf65,KUTE,AVOID ME,KUTE,105,127,5,30333,0,0,OTHER
106,spotify:track:4oMyggIzClkOcCTvotFLkP,Ghostface Playa,Why Not,Ghostface Playa,62,93,10,30210,0,0,OTHER
107,spotify:track:6elbXjrCvueg010YEQJx8X,"KALUSH, Сальто Назад, Skofka","Сонячна (feat. Сальто Назад, Skofka)",Columbia Local,59,102,12,30089,UA,0,0
108,spotify:track:2B9N1fCinwxEo89GcDGB5I,MORGENSHTERN,12,MORGENSHTERN,3,106,14,30082,0,RU,0
109,spotify:track:1llPAwXXqcuBGvd1WtFsot,Wellboy,Nozzy Bossy,Юрий Бардаш,56,111,15,30040,UA,0,0
110,spotify:track:7aeleTqgkiIZLitnXp9NMl,Boulevard Depo,Angry toy$ - Prod. Ray Qwa,Warner Music Russia,50,97,51,30021,0,RU,0
111,spotify:track:5YZNLIF1saO6y3T8FaQoom,Нумер 482,"Добрий ранок, Україно",Moon Vinyl s.r.o.,111,139,9,29786,UA,0,0
112,spotify:track:3F8ydJz1se1vIxZTRcRjIJ,"SHADXWBXRN, ARCHEZ, KXNVRA",PRINCE OF DARKNESS,SHADXWBXRN x ARCHEZ x KXNVRA,85,107,14,29491,0,RU,0
113,spotify:track:63WuQOXohQIxOxIFA2K7bR,Måneskin,SUPERMODEL,Epic,31,86,5,29474,0,0,OTHER
114,spotify:track:2DYzsMQpO7xOw7b3JwyIWP,Korol i Shut,Кукла колдуна,United Music Group,5,137,99,29446,0,RU,0
115,spotify:track:4pt5fDVTg5GhEvEtlz9dKk,Måneskin,I WANNA BE YOUR SLAVE,RCA Records Label,1,113,53,29375,0,0,OTHER
116,spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,"Lil Nas X, Jack Harlow",INDUSTRY BABY (feat. Jack Harlow),Columbia,1,110,47,29014,0,0,OTHER
117,spotify:track:7rvEwAILTqxBpdIyUifkE8,"Miyagi & Andy Panda, Mav-d",Marmalade,Hajime Records,6,104,30,28990,0,RU,0
118,spotify:track:4v2RVsMWMLpzpmKq3THgFc,BUSHIDO ZHO,макинтош бизнес онли,cplus,14,122,20,28812,0,RU,0
119,spotify:track:12L3PRi1KaDiCPhFngI6Al,Odyn v Kanoe,Човен,Один в каное,81,114,14,28627,UA,0,0
120,spotify:track:2K7xn816oNHJZ0aVqdQsha,The Neighbourhood,Softcore,Columbia,52,118,23,28395,0,0,OTHER
121,spotify:track:2IMrzJTRHGndoUbM39QIJ7,"shadowraze, GENJUTSU",1000-7,Союз Мьюзик,11,108,51,28337,0,RU,0
122,spotify:track:1guHCTD0uiEgTG3HOPgBmU,GRAVECHILL,Twilight,GRAVECHILL,96,96,10,28289,0,0,OTHER
123,spotify:track:0Mfjy6p9vZsfzbQReWdooZ,ooes,ночь,rabstvo,27,129,57,27837,0,RU,0
124,spotify:track:2PqtiIAHQhZfOH5GTAonYt,MamaRika,Kava,MamaRika,124,131,7,27813,UA,0,0
125,spotify:track:320b8n5Ew9RgzDP67tVIx1,"Scally Milano, LOVV66",Буква Х,AMC MUSIC,59,126,25,27795,0,RU,0
126,spotify:track:2AbA0a53nHOdeLsYveGrap,Медовий Полин,Сепаратіст,Медовий Полин,42,109,6,27741,UA,0,0
127,spotify:track:16NGHIeBR9Dxx0xKe0vByC,MAX BARSKIH,Буде весна,BEST MUSIC,59,121,12,27594,UA,0,0
128,spotify:track:2INWHGzw5qTbdeLDARChfe,Kambulat,Привет,Legacy Music,9,116,31,27468,0,RU,0
129,spotify:track:5qKLAXmy19fE0Z9vRbLFhz,"Sasha Chemerov, Boombox",Любила,Sasha Chemerov,64,136,14,27421,UA,0,0
130,spotify:track:70qbqCW6z92WESMZC1opsd,Nervy,Нервы,Navigator Records,96,119,17,27404,0,RU,0
131,spotify:track:4DcMqvjv5pcYVu9jTBhpDH,ROCKET,Инкассатор,Still Only,65,123,101,27387,0,RU,0
132,spotify:track:30bqVoKjX479ab90a8Pafp,Lil Peep,Star Shopping,Lil Peep,53,157,99,27278,0,0,OTHER
133,spotify:track:1esZgaqm0YKN87CIP3orJ3,Minelli,Rampampam,Global Records,3,128,47,27241,0,0,OTHER
134,spotify:track:18asYwWugKjjsihZ0YvRxO,"Tiësto, Ava Max",The Motto,Atlantic Records,100,141,24,27187,0,0,OTHER
135,spotify:track:6xRrfacr5bW5PCtsIZHp6w,Мюслі UA,Остановіть ви цю ху..ню!,мюслі UA,97,125,5,27158,UA,0,0
136,spotify:track:4stWOQpaEynPUlVAb4Jtw9,СЕРЕГА ПИРАТ,Тп на аме,"Streaming Club, under exclusive license to Rhymes Music Inc.",62,130,20,27148,0,RU,0
137,spotify:track:5561HkcMU0A4i3D6Tlsxhe,Okean Elzy,Обійми,"ТОВ ""Суперсиметрія""",26,124,16,27071,UA,0,0
138,spotify:track:1xwDjxLlGNxXiHYqltJvpH,конец солнечных дней,дети немой страны,A+,61,120,37,26971,0,RU,0
139,spotify:track:66jiJ5DX54pWNBL2Vt2859,"Big Baby Tape, kizaru",Big Tymers,Sony Music Entertainment,6,-1,31,26938,0,RU,0
140,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,1,151,100,26610,0,0,OTHER
141,spotify:track:6hRvewF5MRAsqqxnNs3z2b,"WEEDMANE, Suicideyear",SUICIDE YEAR,WEEDMANE,83,140,41,26530,0,0,OTHER
142,spotify:track:1MiUVjoHt4jiskDrt2ZHrq,LIL MORTY,Я пиздатый,Lil Morty,20,133,44,26287,0,RU,0
143,spotify:track:03TPcM9vWUmc8y6LkJAzwJ,АДЛИН,No Love,Союз Мьюзик,31,-1,33,26287,0,RU,0
144,spotify:track:0cOftxEWGyu4XAqEsqmdWS,ooes,зима,rabstvo,15,164,55,26135,0,RU,0
145,spotify:track:2mKa6WpSZ97avRyIlPKRK8,quiizzzmeow,сети,SAVAGE$TATION,5,148,26,25948,0,RU,0
146,spotify:track:2urEkSHmYy4oIgVZniFRo5,"Artem Pivovarov, KALUSH",Майбутність,BEST MUSIC,88,143,8,25908,UA,0,0
147,spotify:track:29bhnde7Gvnp7rvY9zsq5S,Go_A,SHUM,Universal Music Polska Sp. z o.o.,4,134,24,25892,UA,0,0
148,spotify:track:2hTwzEEN5XJGJzKjOYLbYa,Мері,Я з україни,Наш формат,84,144,14,25766,UA,0,0
149,spotify:track:3oN1sJcKLYbc8z4tO6sjVE,SHADXWBXRN,KNIGHT,SHADXWBXRN,56,138,13,25632,0,RU,0
150,spotify:track:19CkdonOQ9GzR4LNyom85w,Skofka,Крузак,Skofka,150,169,3,25605,UA,0,0
151,spotify:track:4mTPviBGRgjPxeaQFnBDW3,Дора,Дорадура,"Streaming Club, under exclusive license to Rhymes Music Inc.",33,132,76,25460,0,RU,0
152,spotify:track:66P9j5bWiRBotkxJN9ZsyV,KALUSH,Тіпок,Columbia Local,110,117,4,25379,UA,0,0
153,spotify:track:2DgdHcjWmO3qd50RzuBLgZ,Panic! At The Disco,House of Memories,Decaydance/Fueled By Ramen,153,-1,1,25176,0,0,OTHER
154,spotify:track:2ksyzVfU0WJoBpu8otr4pz,INTERWORLD,METAMORPHOSIS,INTERWORLD,111,150,4,25167,0,0,OTHER
155,spotify:track:0EDYTUzZPOcxUkki7HcHgV,KENTUKKI,Замигает свет,OOO Universal Music,41,156,28,25151,0,RU,0
156,spotify:track:4h3KlpOEXS6FxIpab6EKlf,MC ORSEN,INCOMING,MC ORSEN,140,146,7,25098,0,0,OTHER
157,spotify:track:1GAQCGqNVPWbM7Qm1cbi62,"163ONMYNECK, BUSHIDO ZHO",СТОМАТОЛОГИЧКА,AMC MUSIC,76,158,17,25043,0,RU,0
158,spotify:track:0nqWnlvSpyqbk2Xp9mncVL,"BRANYA, MACAN",Пополам,GOLDEN SOUND,6,149,49,25034,0,RU,0
159,spotify:track:3HIOmYI0OtiYR5EMaVqtTf,The Yurcash,Менуети - Тюльпани в целафані,Comp Music Ltd,125,-1,4,24986,UA,0,0
160,spotify:track:4yqnxV2zcd2wWE8nFGpZgA,MONATIK,"Старі фотографії - із к/ф ""Я, ""Побєда"" і Берлін""",Kuzma Skryabin/Star Media,123,167,13,24825,UA,0,0
161,spotify:track:1CqOEa4NIRBaWR6sNHTDTo,Перемотка,Как тебя покорить,UP!UP!UP! Music,51,147,58,24743,0,RU,0
162,spotify:track:3uCth4TIWyeQDnj3YbAVQB,Miyagi & Andy Panda,Патрон,Hajime Records,5,159,63,24691,0,RU,0
163,spotify:track:2qsXes5vZabYIFqqYCP1Hs,"Дора, MAYBE BABY",Барбисайз,"Streaming Club, under exclusive license to Rhymes Music Inc.",6,94,27,24690,0,RU,0
164,spotify:track:0HqZX76SFLDz2aW8aiqi7G,Imagine Dragons,Bones,KIDinaKORNER/Interscope Records,114,181,5,24686,0,0,OTHER
165,spotify:track:4tPB6H0QcK4bDib8iauE28,Alyona Shvets,первое свидание,rainbow flower,16,145,38,24650,0,RU,0
166,spotify:track:3SOHFsSinxM6flLceYl5BT,MORGENSHTERN,Селяви,MORGENSHTERN,2,153,10,24475,0,RU,0
167,spotify:track:0BZzXqTVQazUUw4OuT1bEd,BEZ OBMEZHEN,"Мовчати - із к/ф ""Я, ""Побєда"" і Берлін""",Kuzma Skryabin/Star Media,167,171,8,24418,UA,0,0
168,spotify:track:2L2iWhBsyosVcxx36iurfa,fem.love,1000-7,A+,9,170,50,24303,0,RU,0
169,spotify:track:1zE2dRkxtOLEOubAmqcHX3,"JojoHF, nevroz",Первый раз - remix nevroz,JojoHF,26,165,36,24303,0,RU,0
170,spotify:track:08pVm2BCyMSevBLXYLysqi,FACE,СПАСАТЕЛЬНЫЙ КРУГ,Face,38,172,73,24260,0,RU,0
171,spotify:track:7uHFrsclJjAhONLcc8grZU,"VovaZiLvova, Morphom",Шукав тебе. Знайшов тебе,Hitwonder,135,152,4,24121,UA,0,0
172,spotify:track:2uw2ftfyS4yJLWiTtbxasE,Stray Kids,CIRCUS,Sony Music Labels Inc.,172,-1,1,24082,0,0,OTHER
173,spotify:track:776AftMmFFAWUIEAb3lHhw,Måneskin,ZITTI E BUONI,RCA Records Label,1,162,40,24065,0,0,OTHER
174,spotify:track:307BZpDAtO3OwRs2wrV1S9,Okean Elzy,На небі,"ТОВ ""Суперсиметрія""",56,160,16,24061,UA,0,0
175,spotify:track:4yyX0nJqMpqaubcGdGsxx9,"LXST CXNTURY, Kingpin Skinny Pimp",ODIUM,WHY Z MUSIC,47,177,95,24049,0,RU,0
176,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,Eminem,Without Me,Aftermath,176,-1,2,24043,0,0,OTHER
177,spotify:track:0OQf2nxEo29HqO4iUuHCov,вышел покурить,вопрос,Dying sky,98,155,21,24036,0,RU,0
178,spotify:track:2mGmf1BfJuS1vcBW1OitDG,MamaRika,Prolisky,MamaRika,163,163,5,24019,UA,0,0
179,spotify:track:0Y5i43d7YtHWyYulOojDXP,Okean Elzy,Без бою,"ТОВ ""Суперсиметрія""",27,166,16,23991,UA,0,0
180,spotify:track:5XFPXH2ieaL05Xgsati1JJ,ROCKET,She Wants,Still Only,51,174,62,23895,0,RU,0
181,spotify:track:0J7oHYxjF6Oln61wy0kP2i,niteboi,u.,niteboi,120,168,21,23891,0,RU,0
182,spotify:track:51K6oQ8WNneTfUaaQnzQdq,СЕРЕГА ПИРАТ,Почему ты еще не фанат?,"Streaming Club, under exclusive license to Rhymes Music Inc.",140,182,9,23853,0,RU,0
183,spotify:track:1aXV8GrmQLvgoFtBPERP7E,Eyedress,Jealous,Lex Records,129,180,17,23772,0,0,OTHER
184,spotify:track:43WEpBdHTvLwNgXhtgSTQ0,"Tartak, Катя Chilly",Понад хмарами...,Comp Music Ltd,184,-1,1,23672,UA,0,0
185,spotify:track:1cM6fsR7qJbls7CkU2Hway,Valentin Strykalo,Кайен,Валентин Стрыкало,75,185,22,23624,UA,0,0
186,spotify:track:5VXf1XETOMtk0WZIT4Bw3M,Nervy,Батареи,Navigator Records,105,175,22,23620,0,RU,0
187,spotify:track:0b23CsQIcHz1Ab68MVQ49X,"DAYTON, Shnaps",Namysto - Shnaps Remix,Moon Vinyl s.r.o.,186,-1,2,23583,UA,0,0
188,spotify:track:7DbdUf8aHSYoliSjO6LZv6,Beach Weather,"Sex, Drugs, Etc.",8123 / Arista Records,188,-1,1,23571,0,0,OTHER
