rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,UA,RU,OTHER
1,spotify:track:2vHzOWRKYPLu8umRPIFuOq,KALUSH,Stefania (Kalush Orchestra),Columbia Local,1,1,16,214135,UA,0,0
2,spotify:track:48fzAdCxamFYCHNXXLk6zn,shadowraze,showdown,Союз Мьюзик,1,3,13,122450,0,RU,0
3,spotify:track:4ikCWgaaGLKgb724CUNnqZ,Кореш,глаза не врут,cplus,3,-1,1,113627,0,RU,0
4,spotify:track:7kKTYTHULdERuHGCkVyLVD,"KALUSH, Skofka",Додому (feat. Skofka),Columbia Local,2,2,49,113541,UA,0,0
5,spotify:track:1K2ORdYBMvi5h4FvQn5hpX,Мюслі UA,"Вова, їбаш їх блять",мюслі UA,2,4,9,108739,UA,0,0
6,spotify:track:47iHvzU9Po0e6raFlgLBOF,shadowraze,astral step,Союз Мьюзик,1,6,31,88429,0,RU,0
7,spotify:track:2WzAAerBvZvvFXgUpSwHZ9,"PLAYAMANE, Nateki",MIDNIGHT,PLAYAMANE,7,8,3,85438,0,0,OTHER
8,spotify:track:6keRNvHKCOhmySQa1jCX8P,"KALUSH, Tember Blanche",Калуські вечорниці (feat. Tember Blanche),Columbia Local,5,5,24,85420,UA,0,0
9,spotify:track:4jvw60Iw8LpSRJwy1sOmoB,Шайни,Yeyo!,Mansion Music,9,19,16,83730,0,RU,0
10,spotify:track:5mGns7qagKDzP4L2YC5ea2,"Chico, Qatoshi",Допоможе ЗСУ,Naprocente music,6,7,5,83433,UA,0,0
11,spotify:track:01kfSdF9zfcDLri5sSWEoL,Dxrk ???,RAVE,Dxrk,5,10,9,82934,0,0,OTHER
12,spotify:track:5HfA6KNvluQJSbrgrv3gh3,"Ed Sheeran, Antytila",2step (feat. Antytila),Atlantic Records UK,4,9,5,75900,UA,0,0
13,spotify:track:7D8k995g6jdie4NF1E7Tpu,"WENARO, LXNER",Лёд,SAVAGE$TATION,2,13,41,73539,0,RU,0
14,spotify:track:48jRCynldeK3WQbvd3jr73,zxcursed,never enough,A+,4,16,12,68216,0,RU,0
15,spotify:track:7mXxcF1nFQvcvANuYwdrv2,KALUSH,Зорi,Columbia Local,10,12,66,67708,UA,0,0
16,spotify:track:60PINd8oHZjazE0J9cuKcA,zxcursed,killua,A+,11,11,2,65950,0,RU,0
17,spotify:track:3EkGH0yreaWUFAXBil8rmH,"KALUSH, Skofka",Файна (feat. Skofka),Columbia Local,13,17,13,65210,UA,0,0
18,spotify:track:0zCgWGmDF0aih5qexATyBn,Mr.Kitty,After Dark,Juggernaut Music Group,17,20,84,63806,0,0,OTHER
19,spotify:track:3CLSHJv5aUROAN2vfOyCOh,DVRST,Close Eyes,DVRST,6,22,51,60980,0,RU,0
20,spotify:track:7E8brh6jjHSx44rF62jQKR,Violetta Sokolova,Четыре тридцать,Sokolova 88Q88,14,14,3,59563,0,RU,0
21,spotify:track:1xHs6PLjlvqihewyitoP3A,Wellboy,Вишнi,Юрий Бардаш,21,24,15,59058,UA,0,0
22,spotify:track:58HvfVOeJY7lUuCqF0m3ly,Elley Duh?,MIDDLE OF THE NIGHT,Not Fit For Society/RCA Records,22,26,32,57857,0,0,OTHER
23,spotify:track:4LKfJMumpW7HyBT05uXYUx,Khrystyna Soloviy,Тримай,"ТОВ ""Суперсиметрія""",8,21,15,57831,UA,0,0
24,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,Another Love,ITNO/Columbia,14,29,37,55502,0,0,OTHER
25,spotify:track:3yCKABoZU3FVFuyVBc5VlM,"rizza, Sqwore",плачь,Adam Music,6,28,34,55404,0,RU,0
26,spotify:track:1ghdJUMhmLEpUitNwyNMWH,fem.love,Фотографирую закат,A+,2,23,61,55305,0,RU,0
27,spotify:track:5jXocrsUwpKwWyI5BZLKFA,"shadowraze, LXNER, quiizzzmeow",adaptive strike,SAVAGE$TATION,2,25,16,54337,0,RU,0
28,spotify:track:6qyS9qBy0mEk3qYaH8mPss,Kordhell,Murder In My Mind,Kordhell,28,45,7,53271,0,0,OTHER
29,spotify:track:6RmlamfS2Supq8wARlY0QQ,"10AGE, Ramil'",Ау,Rhymes Music Inc.,26,30,54,53191,0,RU,0
30,spotify:track:3pr2J4VXb5h8WhCu4ljify,The Limba,Секрет,The Limba,18,18,2,51643,0,RU,0
31,spotify:track:0O3TZYgwaRadNprRONZ7iX,PROBASS ? HARDI,Доброго вечора - Where Are You From,Comp Music,20,31,14,50004,UA,0,0
32,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,32,32,9,49700,0,0,OTHER
33,spotify:track:5TK74MJYRmwU5NIAjGRvRq,"Scally Milano, uglystephan",Я хочу тебя трахать,AMC MUSIC,27,36,9,49589,0,RU,0
34,spotify:track:5oDzu4mpi13XnbBteabhYF,V $ X V PRiNCE,Суета,Vernый,34,-1,1,49023,0,RU,0
35,spotify:track:1n7AVWNbLx5OUhItzDTj4A,Jerry Heil,#ПОШТА,Secret Service Digital & Publishing LTD,35,37,13,48775,UA,0,0
36,spotify:track:0cCXLN9eUn6dmAgDPpZaJV,jockii druce,шо ви браття,3761125 Records DK,11,27,12,47914,UA,0,0
37,spotify:track:0VGLb6IeeG5ZqonN5EavDu,КАКАЯ РАЗНИЦА,Рассвет,Какая Разница,31,40,24,47587,0,RU,0
38,spotify:track:5X1FYw7MXEgnPmQAYwAa0q,quiizzzmeow,Aomine Daiki,SAVAGE$TATION,1,34,35,47143,0,RU,0
39,spotify:track:50Cf2eYv8zT3v2HAkwhIiL,Subwoolfer,Give That Wolf A Banana,Universal Music AS,9,15,3,47087,0,0,OTHER
40,spotify:track:0xEET0hVtwAEI5iVMWmD5C,shadowraze,shadowfiend,Gamma Music,5,41,39,46186,0,RU,0
41,spotify:track:3sYyBDC4zPM3UZsgUfPhbb,"Jerry Heil, Verka Serduchka",#МОСКАЛЬ_НЕКРАСІВИЙ,Universal Music Polska Sp. z o.o.,41,49,4,45789,UA,0,0
42,spotify:track:57V0VhEg1CAkPXeaCLikNW,shadowraze,juggernaut (Prod. by PLVSTIC),Союз Мьюзик,7,38,42,45669,0,RU,0
43,spotify:track:4MQmxIxM5CXKjdq4IrCWhd,SadSvit,Касета,Independent,22,43,7,45379,UA,0,0
44,spotify:track:1qC93FzhcsGUFG2ZvcQzrT,Valentin Strykalo,Так гріє,Валентин Стрыкало,34,48,11,45343,UA,0,0
45,spotify:track:1qDqswcqJ7QxtbVlDv5P6W,"Taras Chubay, Плач Єремії",Вона,Comp Music Ltd,45,53,11,45275,UA,0,0
46,spotify:track:4ZOjdqmXLuwHDQUn9WWoFR,Минин,Зелёный глаз,VHQ Distribution,7,42,16,44945,0,RU,0
47,spotify:track:75C98tVaHUtjYZTIcy9U7U,Xcho,Ты и Я,Glass Cage,44,44,3,44397,0,RU,0
48,spotify:track:0r9fpWPI6z3V3YZXIiVaNC,"Big Baby Tape, kizaru",99 Problems,Sony Music Entertainment,1,50,32,43401,0,RU,0
49,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,Columbia,48,61,87,43230,0,0,OTHER
50,spotify:track:3lCZxajTCSYR5OnHPEfa2v,Cypis,Putin,Cypisolo,5,33,14,42935,0,0,OTHER
51,spotify:track:56wSomSllGESHGhcfHrvEw,"Okean Elzy, Odyn v Kanoe",Місто весни,"ТОВ ""Суперсиметрія""",41,47,18,42798,UA,0,0
52,spotify:track:6nl2T8YjOdFFnQ4xBHXfdm,"The Kiffness, Boombox",Oy U Luzi Chervona Kalyna - Army Remix,Kiff Records,10,39,12,42711,UA,0,0
53,spotify:track:3mcw4dkjfzj5B4Ago9NSmN,"uniqe, nkeeei, ARTEM SHILOVETS",ТОЛПЫ КРИЧАТ,steezy,1,46,36,42201,0,RU,0
54,spotify:track:5hY09NvKjD3gBQS3qhriXD,ssshhhiiittt!,Танцы,ssshhhiiittt!,40,54,97,41722,0,RU,0
55,spotify:track:4GC6tlXcAsyp4pNrlyo1pb,Odyn v Kanoe,У мене немає дому,Kanoemusic,37,52,12,41394,UA,0,0
56,spotify:track:0wpkj8A7T1CjIul0XQtkqK,SadSvit,Молодість,Independent,56,95,7,40989,UA,0,0
57,spotify:track:5mnpMkzp3Z2RCCbwIEZCbv,PlayaPhonk,Phonky Town,Arista Records,14,59,56,40898,0,0,OTHER
58,spotify:track:0PGAJ37n4O2AslZosr1YGx,KSLV Noh,Disaster,3066940 Records DK,58,66,24,40544,0,0,OTHER
59,spotify:track:1HhNoOuqm1a5MXYEgAFl8o,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,Kid Ina Korner / Interscope,6,64,31,39744,0,0,OTHER
60,spotify:track:0KYvs7DKC7Cl5IHmwpP13f,KSLV Noh,Override,3066940 Records DK,48,71,14,39436,0,0,OTHER
61,spotify:track:63WuQOXohQIxOxIFA2K7bR,M?neskin,SUPERMODEL,Epic,31,35,3,39428,0,0,OTHER
62,spotify:track:4umjgYILQbHyV41ZmaemQm,"Big Baby Tape, kizaru",Million,Sony Music Entertainment,2,65,32,39266,0,RU,0
63,spotify:track:4CK9NEdPWB6rJ8N6BU20pN,ПОЛМАТЕРИ,ярче звёзд,ZVEZDOCHKA,12,51,11,39180,0,RU,0
64,spotify:track:7biChppM3c8q7qcVl7ceb2,FACE,ЛАБИРИНТ,Face,8,57,28,39114,0,RU,0
65,spotify:track:16AzcbKli3UQsxj491hJLQ,"Big Baby Tape, kizaru",Bandana,Sony Music Entertainment,1,60,32,39096,0,RU,0
66,spotify:track:3ICTmbm0RyjP8qQjUYHxB1,"KALUSH, Skofka",Давай начистоту (feat. Skofka),Columbia Local,53,63,13,38725,UA,0,0
67,spotify:track:3auzaPW4fXa8oI4KbTalAU,"shadowraze, babyswishh1",psiblades,Союз Мьюзик,9,56,35,38482,0,RU,0
68,spotify:track:6ChnGkBwnq2HUJD24YhMhW,"Cheriimoya, Sierra Kidd","Living Life, In The Night",Arista Records,68,93,4,38348,0,0,OTHER
69,spotify:track:0H2ZDRzULQ8tIUvxUuTlqF,Okean Elzy,Не твоя війна,"ТОВ ""Суперсиметрія""",10,68,14,37632,UA,0,0
70,spotify:track:7ef4DlsgrMEH11cDZd32M6,"Calvin Harris, Dua Lipa",One Kiss (with Dua Lipa),Sony Music UK,70,-1,1,36959,0,0,OTHER
71,spotify:track:1qwAvf8LsXY7H1sD5rRXGO,zxcursed,bankai,zxcursed,11,70,9,36841,0,RU,0
72,spotify:track:1xASDcZcb869OkSu86Wbw8,вышел покурить,кладбище,Dying sky,29,69,54,36682,0,RU,0
73,spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW,XXXTENTACION,Revenge,Bad Vibes Forever / EMPIRE,39,74,14,36506,0,0,OTHER
74,spotify:track:75FEaRjZTKLhTrFGsfMUXR,Kate Bush,Running Up That Hill (A Deal With God),Parlophone UK,74,-1,1,36145,0,0,OTHER
75,spotify:track:2AbA0a53nHOdeLsYveGrap,Медовий Полин,Сепаратіст,Медовий Полин,42,58,4,35986,UA,0,0
