rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,UA,RU,OTHER
1,spotify:track:2vHzOWRKYPLu8umRPIFuOq,KALUSH,Stefania (Kalush Orchestra),Columbia Local,1,1,14,375635,UA,0,0
2,spotify:track:7kKTYTHULdERuHGCkVyLVD,"KALUSH, Skofka",Додому (feat. Skofka),Columbia Local,2,5,47,148472,UA,0,0
3,spotify:track:1K2ORdYBMvi5h4FvQn5hpX,Мюслі UA,"Вова, їбаш їх блять",мюслі UA,2,3,7,144429,UA,0,0
4,spotify:track:48fzAdCxamFYCHNXXLk6zn,shadowraze,showdown,Союз Мьюзик,1,2,11,140150,0,RU,0
5,spotify:track:6keRNvHKCOhmySQa1jCX8P,"KALUSH, Tember Blanche",Калуські вечорниці (feat. Tember Blanche),Columbia Local,5,9,22,109306,UA,0,0
6,spotify:track:5mGns7qagKDzP4L2YC5ea2,"Chico, Qatoshi",Допоможе ЗСУ,Naprocente music,6,7,3,104268,UA,0,0
7,spotify:track:5it0QwktdpQ7oE33PbImkX,"Ed Sheeran, Antytila",2step (feat. Antytila),Atlantic Records UK,4,4,3,102305,UA,0,0
8,spotify:track:47iHvzU9Po0e6raFlgLBOF,shadowraze,astral step,Союз Мьюзик,1,6,29,99120,0,RU,0
9,spotify:track:50Cf2eYv8zT3v2HAkwhIiL,Subwoolfer,Give That Wolf A Banana,Universal Music AS,9,-1,1,94950,0,0,OTHER
10,spotify:track:7mXxcF1nFQvcvANuYwdrv2,KALUSH,Зорi,Columbia Local,10,28,64,86148,UA,0,0
11,spotify:track:01kfSdF9zfcDLri5sSWEoL,Dxrk ダーク,RAVE,Dxrk,5,8,7,84678,0,0,OTHER
12,spotify:track:7D8k995g6jdie4NF1E7Tpu,"WENARO, LXNER",Лёд,SAVAGE$TATION,2,10,39,77588,0,RU,0
13,spotify:track:3EkGH0yreaWUFAXBil8rmH,"KALUSH, Skofka",Файна (feat. Skofka),Columbia Local,13,35,11,76353,UA,0,0
14,spotify:track:4LKfJMumpW7HyBT05uXYUx,Khrystyna Soloviy,Тримай,"ТОВ ""Суперсиметрія""",8,11,13,69186,UA,0,0
15,spotify:track:48jRCynldeK3WQbvd3jr73,zxcursed,never enough,A+,4,12,10,68038,0,RU,0
16,spotify:track:0cCXLN9eUn6dmAgDPpZaJV,jockii druce,шо ви браття,3761125 Records DK,11,14,10,64334,UA,0,0
17,spotify:track:0zCgWGmDF0aih5qexATyBn,Mr.Kitty,After Dark,Juggernaut Music Group,17,20,82,63960,0,0,OTHER
18,spotify:track:4jvw60Iw8LpSRJwy1sOmoB,Шайни,Yeyo!,Mansion Music,11,15,14,63078,0,RU,0
19,spotify:track:5jXocrsUwpKwWyI5BZLKFA,"shadowraze, LXNER, quiizzzmeow",adaptive strike,SAVAGE$TATION,2,13,14,62520,0,RU,0
20,spotify:track:3CLSHJv5aUROAN2vfOyCOh,DVRST,Close Eyes,DVRST,6,22,49,60542,0,RU,0
21,spotify:track:0O3TZYgwaRadNprRONZ7iX,PROBASS ∆ HARDI,Доброго вечора - Where Are You From,Comp Music,20,24,12,60534,UA,0,0
22,spotify:track:1ghdJUMhmLEpUitNwyNMWH,fem.love,Фотографирую закат,A+,2,16,59,59862,0,RU,0
23,spotify:track:3lCZxajTCSYR5OnHPEfa2v,Cypis,Putin,Cypisolo,5,17,12,59009,0,0,OTHER
24,spotify:track:1xHs6PLjlvqihewyitoP3A,Wellboy,Вишнi,Юрий Бардаш,24,33,13,58789,UA,0,0
25,spotify:track:6nl2T8YjOdFFnQ4xBHXfdm,"The Kiffness, Boombox",Oy U Luzi Chervona Kalyna - Army Remix,Kiff Records,10,21,10,57521,UA,0,0
26,spotify:track:58HvfVOeJY7lUuCqF0m3ly,Elley Duhé,MIDDLE OF THE NIGHT,Not Fit For Society/RCA Records,23,23,30,57321,0,0,OTHER
27,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,Another Love,ITNO/Columbia,14,18,35,55807,0,0,OTHER
28,spotify:track:6RmlamfS2Supq8wARlY0QQ,"10AGE, Ramil'",Ау,Rhymes Music Inc.,26,26,52,55610,0,RU,0
29,spotify:track:7uQ7e7nzbtyX87eIYHpj6Z,S10,De Diepte,Noah's Ark BV,29,-1,1,53734,0,0,OTHER
30,spotify:track:3yCKABoZU3FVFuyVBc5VlM,"rizza, Sqwore",плачь,Adam Music,6,25,32,53661,0,RU,0
31,spotify:track:63WuQOXohQIxOxIFA2K7bR,Måneskin,SUPERMODEL,Epic,31,-1,1,53652,0,0,OTHER
32,spotify:track:4ZOjdqmXLuwHDQUn9WWoFR,Минин,Зелёный глаз,VHQ Distribution,7,19,14,53274,0,RU,0
33,spotify:track:57V0VhEg1CAkPXeaCLikNW,shadowraze,juggernaut (Prod. by PLVSTIC),Союз Мьюзик,7,31,40,52175,0,RU,0
34,spotify:track:5TK74MJYRmwU5NIAjGRvRq,"Scally Milano, uglystephan",Я хочу тебя трахать,AMC MUSIC,27,27,7,52017,0,RU,0
35,spotify:track:5X1FYw7MXEgnPmQAYwAa0q,quiizzzmeow,Aomine Daiki,SAVAGE$TATION,1,29,33,51968,0,RU,0
36,spotify:track:4MQmxIxM5CXKjdq4IrCWhd,SadSvit,Касета,Independent,22,30,5,51811,UA,0,0
37,spotify:track:0xEET0hVtwAEI5iVMWmD5C,shadowraze,shadowfiend,Gamma Music,5,32,37,51268,0,RU,0
38,spotify:track:1n7AVWNbLx5OUhItzDTj4A,Jerry Heil,#ПОШТА,Secret Service Digital & Publishing LTD,38,46,11,50968,UA,0,0
39,spotify:track:1qC93FzhcsGUFG2ZvcQzrT,Valentin Strykalo,Так гріє,Валентин Стрыкало,34,34,9,50360,UA,0,0
40,spotify:track:4CK9NEdPWB6rJ8N6BU20pN,ПОЛМАТЕРИ,ярче звёзд,ZVEZDOCHKA,12,38,9,49944,0,RU,0
41,spotify:track:4GC6tlXcAsyp4pNrlyo1pb,Odyn v Kanoe,У мене немає дому,Kanoemusic,37,37,10,49835,UA,0,0
42,spotify:track:2AbA0a53nHOdeLsYveGrap,Медовий Полин,Сепаратіст,Медовий Полин,42,66,2,49121,UA,0,0
43,spotify:track:3mcw4dkjfzj5B4Ago9NSmN,"uniqe, nkeeei, ARTEM SHILOVETS",ТОЛПЫ КРИЧАТ,steezy,1,40,34,49100,0,RU,0
44,spotify:track:0r9fpWPI6z3V3YZXIiVaNC,"Big Baby Tape, kizaru",99 Problems,Sony Music Entertainment,1,39,30,48840,0,RU,0
45,spotify:track:3sYyBDC4zPM3UZsgUfPhbb,"Jerry Heil, Verka Serduchka",#МОСКАЛЬ_НЕКРАСІВИЙ,Universal Music Polska Sp. z o.o.,45,190,2,48616,UA,0,0
46,spotify:track:56wSomSllGESHGhcfHrvEw,"Okean Elzy, Odyn v Kanoe",Місто весни,"ТОВ ""Суперсиметрія""",41,41,16,48278,UA,0,0
47,spotify:track:0VGLb6IeeG5ZqonN5EavDu,КАКАЯ РАЗНИЦА,Рассвет,Какая Разница,31,47,22,47723,0,RU,0
48,spotify:track:0fQ4uYwlzD6TYVobAoz8Qt,"KALUSH, Jerry Heil",Хвилi (feat. Jerry Heil),Columbia Local,48,79,10,46489,UA,0,0
49,spotify:track:7biChppM3c8q7qcVl7ceb2,FACE,ЛАБИРИНТ,Face,8,36,26,45915,0,RU,0
50,spotify:track:3auzaPW4fXa8oI4KbTalAU,"shadowraze, babyswishh1",psiblades,Союз Мьюзик,9,43,33,45664,0,RU,0
51,spotify:track:0H2ZDRzULQ8tIUvxUuTlqF,Okean Elzy,Не твоя війна,"ТОВ ""Суперсиметрія""",10,44,12,45508,UA,0,0
52,spotify:track:16AzcbKli3UQsxj491hJLQ,"Big Baby Tape, kizaru",Bandana,Sony Music Entertainment,1,45,30,45419,0,RU,0
53,spotify:track:3ICTmbm0RyjP8qQjUYHxB1,"KALUSH, Skofka",Давай начистоту (feat. Skofka),Columbia Local,53,72,11,45361,UA,0,0
54,spotify:track:4LRPiXqCikLlN15c3yImP7,Harry Styles,As It Was,Columbia,39,42,7,43878,0,0,OTHER
55,spotify:track:6qyS9qBy0mEk3qYaH8mPss,Kordhell,Murder In My Mind,Kordhell,55,78,5,43458,0,0,OTHER
56,spotify:track:4umjgYILQbHyV41ZmaemQm,"Big Baby Tape, kizaru",Million,Sony Music Entertainment,2,52,30,42711,0,RU,0
57,spotify:track:4qYAgZDdKIGf137Nbdw6gR,"KALUSH, Khrystyna Soloviy",Таксі,Columbia Local,37,85,15,42382,UA,0,0
58,spotify:track:1HhNoOuqm1a5MXYEgAFl8o,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,Kid Ina Korner / Interscope,6,49,29,42236,0,0,OTHER
59,spotify:track:6elbXjrCvueg010YEQJx8X,"KALUSH, Сальто Назад, Skofka","Сонячна (feat. Сальто Назад, Skofka)",Columbia Local,59,103,8,42025,UA,0,0
60,spotify:track:5G8QKxPILlA34renUDrOih,Xcho,Ты и Я,Glass Cage,60,-1,1,41828,0,RU,0
61,spotify:track:1qDqswcqJ7QxtbVlDv5P6W,"Taras Chubay, Плач Єремії",Вона,Comp Music Ltd,61,61,9,41618,UA,0,0
62,spotify:track:2ChVq8CrBPd0Ubxr6f2N8u,"shadowraze, shinra",stockholm,Союз Мьюзик,48,48,2,41536,0,RU,0
63,spotify:track:63idiVcxkGB3hgH6n3qKqM,"Zdob si Zdub, Fratii Advahov",Trenulețul (cu Frații Advahov),Universal Music Romania Distributed Labels,63,-1,1,41183,0,0,OTHER
64,spotify:track:5mnpMkzp3Z2RCCbwIEZCbv,PlayaPhonk,Phonky Town,Arista Records,14,55,54,41128,0,0,OTHER
65,spotify:track:6GyZQ9o0dBU9V0NIjGPz2r,FACE,Домино,Face,15,53,21,40648,0,RU,0
66,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,Columbia,48,56,85,40196,0,0,OTHER
67,spotify:track:7E8brh6jjHSx44rF62jQKR,Violetta Sokolova,Четыре тридцать,Sokolova 88Q88,67,-1,1,40124,0,RU,0
68,spotify:track:7GFeKobpFEF8PmecVHgJ3X,LAUD,2 дні,ENJOY! Records,60,60,9,39868,UA,0,0
69,spotify:track:1xASDcZcb869OkSu86Wbw8,вышел покурить,кладбище,Dying sky,29,58,52,39075,0,RU,0
